m,horizon,n_runs,d1,d2,lambda_E,lambda_ent,objective_mean,objective_std,total_mean,total_std,H_mean,H_std,E_mean,E_std
5000,80,10,10,1000,40,0.6,0.16771075,0.00060842,0.16771075,0.00060842,0.15498325,0.00057001,0.01272750,0.00019897
5000,80,10,10,1000,40,0.65,0.14351575,0.00063043,0.14351575,0.00063043,0.12784500,0.00060707,0.01567075,0.00034139
5000,80,10,10,1000,40,0.7,0.12244275,0.00067720,0.12244275,0.00067720,0.10304975,0.00050637,0.01939300,0.00024350
5000,80,10,10,1000,40,0.75,0.10473900,0.00061135,0.10473900,0.00061135,0.08106750,0.00063701,0.02367150,0.00021571
5000,80,10,10,1000,40,0.8,0.09019600,0.00055284,0.09019600,0.00055284,0.06152775,0.00060157,0.02866825,0.00045395
5000,80,10,10,1000,40,0.85,0.07895125,0.00079235,0.07895125,0.00079235,0.04398375,0.00040520,0.03496750,0.00058699
5000,80,10,10,1000,40,0.9,0.06968850,0.00056547,0.06968850,0.00056547,0.02799850,0.00029335,0.04169000,0.00039384
5000,80,10,10,1000,40,0.95,0.06348800,0.00065005,0.06348800,0.00065005,0.01334725,0.00022854,0.05014075,0.00057757
5000,80,10,10,1000,60,0.05,0.88952025,0.00180225,0.88952025,0.00180225,0.88900075,0.00179413,0.00051950,0.00003545
5000,80,10,10,1000,60,0.1,0.79374550,0.00170917,0.79374550,0.00170917,0.79258775,0.00173371,0.00115775,0.00004273
5000,80,10,10,1000,60,0.15,0.69948825,0.00137874,0.69948825,0.00137874,0.69743525,0.00139335,0.00205300,0.00008793
5000,80,10,10,1000,60,0.2,0.60991675,0.00177630,0.60991675,0.00177630,0.60673400,0.00180106,0.00318275,0.00013292
5000,80,10,10,1000,60,0.25,0.52579675,0.00149740,0.52579675,0.00149740,0.52106375,0.00150707,0.00473300,0.00009630
5000,80,10,10,1000,60,0.3,0.45022025,0.00133464,0.45022025,0.00133464,0.44352625,0.00127964,0.00669400,0.00014346
5000,80,10,10,1000,60,0.35,0.38510475,0.00126280,0.38510475,0.00126280,0.37587925,0.00130861,0.00922550,0.00016187
5000,80,10,10,1000,60,0.4,0.32834200,0.00112650,0.32834200,0.00112650,0.31617825,0.00112999,0.01216375,0.00013567
5000,80,10,10,1000,60,0.45,0.28196050,0.00070092,0.28196050,0.00070092,0.26620575,0.00066751,0.01575475,0.00026513
5000,80,10,10,1000,60,0.5,0.24286800,0.00043382,0.24286800,0.00043382,0.22316675,0.00052288,0.01970125,0.00020992
5000,80,10,10,1000,60,0.55,0.21055975,0.00053371,0.21055975,0.00053371,0.18632925,0.00061617,0.02423050,0.00028864
5000,80,10,10,1000,60,0.6,0.18457100,0.00078614,0.18457100,0.00078614,0.15482625,0.00070905,0.02974475,0.00035473
5000,80,10,10,1000,60,0.65,0.16253775,0.00077026,0.16253775,0.00077026,0.12691175,0.00065991,0.03562600,0.00028318
5000,80,10,10,1000,60,0.7,0.14537000,0.00081253,0.14537000,0.00081253,0.10253475,0.00046287,0.04283525,0.00052604
5000,80,10,10,1000,60,0.75,0.13152150,0.00061450,0.13152150,0.00061450,0.08071350,0.00044981,0.05080800,0.00028810
5000,80,10,10,1000,60,0.8,0.12065900,0.00078105,0.12065900,0.00078105,0.06130050,0.00033518,0.05935850,0.00067545
5000,80,10,10,1000,60,0.85,0.11272575,0.00079815,0.11272575,0.00079815,0.04348200,0.00032550,0.06924375,0.00072713
5000,80,10,10,1000,60,0.9,0.10765275,0.00055208,0.10765275,0.00055208,0.02770400,0.00016446,0.07994875,0.00056793
5000,80,10,10,1000,60,0.95,0.10495875,0.00064718,0.10495875,0.00064718,0.01322600,0.00018856,0.09173275,0.00057701
5000,80,10,10,1000,100,0.05,0.88994900,0.00120620,0.88994900,0.00120620,0.88935150,0.00121758,0.00059750,0.00002386
5000,80,10,10,1000,100,0.1,0.79451600,0.00116754,0.79451600,0.00116754,0.79301275,0.00116394,0.00150325,0.00003974
5000,80,10,10,1000,100,0.15,0.69977550,0.00162844,0.69977550,0.00162844,0.69686250,0.00173634,0.00291300,0.00012964
5000,80,10,10,1000,100,0.2,0.61079750,0.00149284,0.61079750,0.00149284,0.60576675,0.00155093,0.00503075,0.00012026
5000,80,10,10,1000,100,0.25,0.52752975,0.00166144,0.52752975,0.00166144,0.51936475,0.00171763,0.00816500,0.00013404
5000,80,10,10,1000,100,0.3,0.45413100,0.00119006,0.45413100,0.00119006,0.44184800,0.00116207,0.01228300,0.00020235
5000,80,10,10,1000,100,0.35,0.39022800,0.00143172,0.39022800,0.00143172,0.37235250,0.00137727,0.01787550,0.00027966
5000,80,10,10,1000,100,0.4,0.33795400,0.00086548,0.33795400,0.00086548,0.31340900,0.00074746,0.02454500,0.00033436
5000,80,10,10,1000,100,0.45,0.29491300,0.00090946,0.29491300,0.00090946,0.26268350,0.00091315,0.03222950,0.00033068
5000,80,10,10,1000,100,0.5,0.26115450,0.00044125,0.26115450,0.00044125,0.22008600,0.00044730,0.04106850,0.00036579
5000,80,10,10,1000,100,0.55,0.23388525,0.00071537,0.23388525,0.00071537,0.18318625,0.00073934,0.05069900,0.00034592
5000,80,10,10,1000,100,0.6,0.21320700,0.00064798,0.21320700,0.00064798,0.15192500,0.00063869,0.06128200,0.00024057
5000,80,10,10,1000,100,0.65,0.19732250,0.00061700,0.19732250,0.00061700,0.12396125,0.00058226,0.07336125,0.00039315
5000,80,10,10,1000,100,0.7,0.18549275,0.00044922,0.18549275,0.00044922,0.10001350,0.00033337,0.08547925,0.00047267
5000,80,10,10,1000,100,0.75,0.17755500,0.00076975,0.17755500,0.00076975,0.07858100,0.00036170,0.09897400,0.00055320
5000,80,10,10,1000,100,0.8,0.17254425,0.00063601,0.17254425,0.00063601,0.05943100,0.00034444,0.11311325,0.00041577
5000,80,10,10,1000,100,0.85,0.17121175,0.00067721,0.17121175,0.00067721,0.04224275,0.00027746,0.12896900,0.00056423
5000,80,10,10,1000,100,0.9,0.17120925,0.00058475,0.17120925,0.00058475,0.02683550,0.00027311,0.14437375,0.00059334
5000,80,10,10,1000,100,0.95,0.17413000,0.00071688,0.17413000,0.00071688,0.01275200,0.00016583,0.16137800,0.00067661
