policy,time,H_mean,H_std,E_mean,E_std,total_mean,total_std
TAG,21.50,348.100000,37.637009,20.700000,3.128720,368.800000,35.971594
TAG,21.75,346.800000,22.778157,22.700000,3.056868,369.500000,22.579489
TAG,22.00,355.800000,23.775805,23.600000,3.373096,379.400000,24.341095
TAG,22.25,371.400000,15.889899,21.100000,3.314949,392.500000,16.748134
TAG,22.50,366.600000,12.249263,20.600000,2.065591,387.200000,11.783227
TAG,22.75,361.000000,23.981474,19.300000,3.622461,380.300000,24.953512
TAG,23.00,356.200000,25.284163,20.200000,3.489667,376.400000,25.725906
TAG,23.25,352.900000,28.021619,21.600000,3.747592,374.500000,27.342478
TAG,23.50,361.300000,26.187571,18.600000,5.719363,379.900000,26.408963
TAG,23.75,366.000000,22.553640,19.500000,3.749074,385.500000,22.662990
TAG,24.00,364.800000,27.271475,19.700000,2.790858,384.500000,25.189283
TAG,24.25,356.400000,24.185395,22.600000,4.033196,379.000000,22.573337
TAG,24.50,354.600000,19.021625,18.400000,4.325634,373.000000,17.262677
TAG,24.75,357.200000,21.405088,20.400000,4.141927,377.600000,19.934337
TAG,25.00,360.800000,24.325570,19.800000,1.988858,380.600000,24.272527
TAG,25.25,354.000000,23.016902,22.100000,4.012481,376.100000,23.458948
TAG,25.50,345.700000,20.553724,21.000000,1.885618,366.700000,20.314472
TAG,25.75,350.600000,23.104593,20.700000,4.498148,371.300000,23.823658
TAG,26.00,353.800000,17.905927,23.700000,5.498485,377.500000,17.488091
TAG,26.25,364.000000,19.832633,21.600000,3.596294,385.600000,22.116861
TAG,26.50,362.500000,17.608394,21.100000,4.886489,383.600000,19.619718
TAG,26.75,357.900000,19.677681,21.200000,2.936362,379.100000,20.030255
TAG,27.00,355.400000,13.777599,21.000000,3.771236,376.400000,15.428689
TAG,27.25,353.500000,18.142951,21.600000,3.533962,375.100000,15.926568
TAG,27.50,353.300000,27.696971,22.400000,3.025815,375.700000,29.593731
TAG,27.75,365.400000,26.533836,22.100000,2.846050,387.500000,28.131635
TAG,28.00,366.300000,23.156712,19.900000,2.960856,386.200000,21.902816
TAG,28.25,368.600000,27.705595,19.500000,2.121320,388.100000,27.396066
TAG,28.50,374.800000,24.178962,19.800000,5.094660,394.600000,21.665128
TAG,28.75,363.600000,22.162030,22.000000,4.346135,385.600000,18.542444
TAG,29.00,361.900000,30.718977,18.800000,3.224903,380.700000,31.365409
TAG,29.25,360.300000,20.182776,22.000000,3.527668,382.300000,19.720548
TAG,29.50,356.300000,25.117723,21.700000,2.002776,378.000000,25.121925
TAG,29.75,360.600000,21.125025,21.000000,4.642796,381.600000,20.662365
TAG,30.00,367.300000,20.287106,19.300000,2.869379,386.600000,20.244066
TAG,30.25,354.700000,15.092677,21.000000,4.109609,375.700000,16.653662
TAG,30.50,362.700000,10.562512,21.600000,4.351245,384.300000,10.165847
TAG,30.75,353.200000,17.887302,21.500000,2.877113,374.700000,18.529556
TAG,31.00,351.300000,13.466419,22.800000,4.732864,374.100000,14.895562
TAG,31.25,350.000000,11.756795,21.600000,4.273952,371.600000,13.508845
TAG,31.50,357.500000,14.112642,19.000000,3.829708,376.500000,13.648362
TAG,31.75,361.400000,17.475062,19.600000,2.011080,381.000000,18.547237
TAG,32.00,349.100000,16.332993,21.100000,3.984693,370.200000,15.908069
TAG,32.25,348.900000,18.858832,20.200000,4.104198,369.100000,21.178868
TAG,32.50,347.900000,20.946758,21.000000,3.858612,368.900000,20.179473
TAG,32.75,358.000000,18.366636,20.600000,4.718757,378.600000,19.619718
TAG,33.00,357.100000,22.133183,23.600000,4.273952,380.700000,22.608012
TAG,33.25,345.100000,17.615965,21.400000,1.837873,366.500000,17.386138
TAG,33.50,350.400000,13.201010,19.300000,4.522782,369.700000,13.400249
TAG,33.75,356.700000,20.347263,21.400000,4.351245,378.100000,17.155822
TAG,34.00,351.900000,25.154854,21.900000,3.034981,373.800000,26.279692
TAG,34.25,351.700000,22.346016,19.200000,4.049691,370.900000,20.566694
TAG,34.50,355.400000,22.736168,18.300000,3.529243,373.700000,23.385893
TAG,34.75,361.900000,21.330469,19.100000,3.510302,381.000000,21.607612
TAG,35.00,362.100000,25.190166,19.100000,3.725289,381.200000,25.706895
TAG,35.25,348.700000,19.281828,19.400000,3.565265,368.100000,18.858832
TAG,35.50,345.100000,15.154391,20.300000,3.860052,365.400000,15.479018
TAG,35.75,347.300000,21.108450,19.500000,3.240370,366.800000,20.465689
TAG,36.00,342.800000,18.304826,19.700000,3.973523,362.500000,17.341344
TAG,36.25,355.200000,18.201343,21.800000,2.820559,377.000000,18.726096
TAG,36.50,346.000000,18.481222,20.800000,2.440401,366.800000,18.189130
TAG,36.75,342.100000,24.378725,22.500000,3.979112,364.600000,23.176617
TAG,37.00,347.200000,19.360900,20.200000,2.859681,367.400000,19.103228
TAG,37.25,347.000000,17.962925,20.500000,5.421152,367.500000,20.040237
TAG,37.50,342.500000,21.266823,21.000000,3.559026,363.500000,20.935085
TAG,37.75,355.200000,15.554921,21.100000,3.665151,376.300000,16.289397
TAG,38.00,371.600000,11.964763,22.100000,2.998148,393.700000,10.242070
TAG,38.25,365.700000,22.968819,18.900000,3.956710,384.600000,21.904845
TAG,38.50,361.600000,25.539512,23.300000,4.270051,384.900000,24.172758
TAG,38.75,363.400000,20.940126,21.000000,3.527668,384.400000,19.934337
TAG,39.00,356.400000,22.554625,20.500000,2.013841,376.900000,22.467013
TAG,39.25,359.800000,14.343407,21.600000,4.501851,381.400000,14.315493
TAG,39.50,357.700000,13.004700,20.400000,2.756810,378.100000,12.600265
TAG,39.75,361.400000,16.222070,20.600000,3.502380,382.000000,15.860503
TAG,40.00,358.800000,14.875782,22.400000,3.204164,381.200000,14.718092
TAG,40.25,360.200000,22.996618,23.300000,3.917199,383.500000,24.281909
TAG,40.50,355.600000,17.582820,22.900000,3.928528,378.500000,18.458663
TAG,40.75,358.500000,22.441281,22.100000,4.532598,380.600000,21.859145
TAG,41.00,350.900000,17.272007,21.800000,3.119829,372.700000,15.188080
TAG,41.25,361.100000,21.824807,20.000000,5.011099,381.100000,19.046434
TAG,41.50,361.100000,15.132379,21.700000,5.716448,382.800000,14.335659
TAG,41.75,348.200000,23.432172,25.800000,4.157991,374.000000,21.802141
TAG,42.00,347.100000,22.678673,22.500000,4.552167,369.600000,24.423122
TAG,42.25,346.100000,22.397669,20.600000,4.695151,366.700000,25.408004
TAG,42.50,350.400000,28.190621,19.700000,4.270051,370.100000,25.942029
TAG,42.75,349.500000,17.752934,22.300000,4.808557,371.800000,19.158984
TAG,43.00,342.600000,16.453301,22.400000,3.921451,365.000000,17.713774
TAG,43.25,347.700000,19.177823,21.700000,3.772709,369.400000,19.500427
TAG,43.50,360.900000,23.661737,21.500000,5.038739,382.400000,24.967534
TAG,43.75,363.300000,25.854507,19.100000,3.725289,382.400000,24.070268
TAG,44.00,362.200000,20.767496,22.700000,2.668749,384.900000,22.810573
TAG,44.25,354.400000,24.842616,21.800000,5.159673,376.200000,25.576899
TAG,44.50,354.500000,20.200385,21.900000,3.247221,376.400000,20.748226
TAG,44.75,358.700000,17.224337,19.400000,3.438346,378.100000,18.835251
TAG,45.00,369.400000,31.560172,20.100000,4.201851,389.500000,33.244047
TAG,45.25,366.800000,21.739876,19.300000,4.473378,386.100000,21.366901
TAG,45.50,372.600000,28.367430,19.800000,3.645393,392.400000,27.463916
TAG,45.75,365.700000,14.189589,21.800000,4.491968,387.500000,16.781273
TAG,46.00,360.200000,15.661701,21.800000,4.894441,382.000000,15.993054
TAG,46.25,353.900000,20.909594,20.300000,4.762119,374.200000,18.540047
TAG,46.50,364.300000,17.839096,20.300000,1.702939,384.600000,17.871144
TAG,46.75,363.600000,25.281526,19.300000,3.093003,382.900000,24.973097
TAG,47.00,362.600000,30.343222,19.800000,2.936362,382.400000,30.376160
TAG,47.25,354.000000,21.176507,22.600000,2.458545,376.600000,19.989997
TAG,47.50,355.000000,20.016660,21.800000,3.047768,376.800000,21.337500
TAG,47.75,355.800000,12.821856,21.200000,3.359894,377.000000,13.004273
TAG,48.00,356.500000,16.345234,18.800000,4.516636,375.300000,15.369884
TAG,48.25,352.100000,17.489362,20.900000,3.984693,373.000000,18.245243
TAG,48.50,351.300000,17.651251,20.300000,4.029061,371.600000,18.998246
TAG,48.75,356.200000,20.405882,22.600000,2.875181,378.800000,21.290582
TAG,49.00,363.800000,16.598527,20.700000,3.400980,384.500000,18.422510
TAG,49.25,356.600000,23.037168,19.400000,4.765618,376.000000,21.720446
TAG,49.50,355.300000,33.506384,21.300000,5.638164,376.600000,32.643529
TAG,49.75,357.100000,27.151632,23.000000,5.033223,380.100000,26.349995
TAG,50.00,352.100000,21.997222,19.600000,5.232378,371.700000,24.644359
TAG,50.25,356.600000,25.487252,19.500000,4.089281,376.100000,24.204912
TAG,50.50,360.400000,26.924586,21.600000,4.623611,382.000000,26.233990
TAG,50.75,366.500000,14.736576,20.800000,3.765339,387.300000,15.585249
TAG,51.00,369.300000,24.832998,19.700000,2.710064,389.000000,26.305893
TAG,51.25,369.700000,24.463351,21.300000,4.347413,391.000000,24.271611
TAG,51.50,363.600000,18.422209,19.800000,3.823901,383.400000,20.089798
TAG,51.75,356.100000,15.066150,20.900000,2.643651,377.000000,15.839472
TAG,52.00,353.800000,18.569988,21.300000,3.335000,375.100000,15.842629
TAG,52.25,357.800000,21.938297,22.200000,5.940445,380.000000,25.090946
TAG,52.50,355.300000,18.379034,19.500000,3.535534,374.800000,18.635689
TAG,52.75,350.600000,18.494444,22.300000,4.243950,372.900000,17.483008
TAG,53.00,344.500000,14.096887,20.100000,2.884826,364.600000,13.326665
TAG,53.25,359.300000,22.455140,21.600000,3.062316,380.900000,21.738087
TAG,53.50,358.100000,20.888327,19.300000,5.657836,377.400000,19.143900
TAG,53.75,362.400000,18.494444,21.100000,4.605552,383.500000,20.244341
TAG,54.00,364.900000,13.428411,21.000000,2.449490,385.900000,14.317433
TAG,54.25,354.300000,16.539851,23.000000,3.162278,377.300000,16.740171
TAG,54.50,351.700000,21.817679,21.300000,4.110961,373.000000,21.029080
TAG,54.75,352.200000,21.185949,20.100000,5.445691,372.300000,18.938790
TAG,55.00,358.500000,14.691267,22.300000,3.128720,380.800000,12.717442
TAG,55.25,359.400000,13.082643,21.700000,3.622461,381.100000,12.600265
TAG,55.50,360.800000,25.827634,21.100000,3.478505,381.900000,24.048331
TAG,55.75,352.800000,22.523075,20.100000,4.067486,372.900000,24.112929
TAG,56.00,364.200000,12.488217,21.000000,4.000000,385.200000,13.894843
TAG,56.25,355.000000,15.195028,21.800000,3.881580,376.800000,15.554921
TAG,56.50,355.300000,16.145519,22.400000,2.412928,377.700000,17.845323
TAG,56.75,350.500000,20.700242,21.800000,3.794733,372.300000,20.499593
TAG,57.00,350.900000,21.210322,22.300000,4.967673,373.200000,20.724650
TAG,57.25,339.600000,14.206415,21.400000,5.641119,361.000000,14.157840
TAG,57.50,344.000000,15.405627,19.700000,4.056545,363.700000,15.253779
TAG,57.75,344.700000,21.134753,19.800000,4.049691,364.500000,22.520361
TAG,58.00,349.900000,15.989232,23.300000,3.529243,373.200000,18.849108
TAG,58.25,354.900000,23.872113,21.400000,3.438346,376.300000,22.080912
TAG,58.50,355.000000,23.404653,22.100000,3.604010,377.100000,24.305692
TAG,58.75,362.500000,26.370227,20.600000,4.550946,383.100000,28.703271
TAG,59.00,360.300000,19.516660,21.600000,2.319004,381.900000,19.203298
TAG,59.25,354.500000,18.063161,21.900000,4.581363,376.400000,19.788886
TAG,59.50,355.800000,23.006279,17.900000,3.281260,373.700000,25.355473
TAG,59.75,359.100000,16.855266,20.000000,3.620927,379.100000,17.142864
TAG,60.00,360.700000,22.156263,21.700000,4.854551,382.400000,22.667647
TAG,60.25,360.300000,28.296250,24.600000,4.087923,384.900000,28.788308
TAG,60.50,361.200000,29.112044,20.400000,5.125102,381.600000,29.387072
TAG,60.75,368.900000,35.350468,20.000000,3.091206,388.900000,35.859138
TAG,61.00,366.300000,23.103872,20.700000,5.982382,387.000000,21.949437
TAG,61.25,363.100000,28.551902,21.000000,3.231787,384.100000,28.501267
TAG,61.50,358.700000,21.013488,20.600000,3.717825,379.300000,22.136195
TAG,61.75,354.300000,19.731813,20.900000,3.247221,375.200000,20.087586
TAG,62.00,355.000000,15.209646,20.800000,3.359894,375.800000,15.200877
TAG,62.25,363.800000,19.025130,21.800000,3.155243,385.600000,19.294213
TAG,62.50,359.200000,22.856071,20.600000,3.025815,379.800000,21.462111
TAG,62.75,359.500000,13.418478,19.800000,3.938415,379.300000,14.032106
TAG,63.00,363.800000,12.968338,20.400000,4.060651,384.200000,13.660974
TAG,63.25,355.300000,21.858383,19.800000,4.289522,375.100000,20.712047
TAG,63.50,351.400000,28.143284,22.000000,5.715476,373.400000,24.735040
TAG,63.75,354.600000,26.035019,20.100000,4.306326,374.700000,25.512742
TAG,64.00,357.000000,23.935097,20.400000,3.533962,377.400000,25.294707
TAG,64.25,372.500000,20.775252,22.600000,4.060651,395.100000,20.316660
TAG,64.50,375.900000,27.036806,20.400000,5.660781,396.300000,28.355090
TAG,64.75,365.000000,15.825437,20.200000,2.149935,385.200000,15.504838
TAG,65.00,357.500000,16.263456,23.800000,3.583915,381.300000,16.145519
TAG,65.25,357.400000,12.222020,20.200000,3.765339,377.600000,10.751744
TAG,65.50,356.100000,14.278578,21.900000,6.081849,378.000000,16.234394
TAG,65.75,355.900000,20.754919,23.300000,4.967673,379.200000,19.326436
TAG,66.00,358.700000,24.648867,21.500000,4.527693,380.200000,25.956374
TAG,66.25,357.000000,16.370706,20.400000,3.533962,377.400000,16.906278
TAG,66.50,354.700000,19.172028,22.700000,3.267687,377.400000,20.331694
TAG,66.75,360.800000,19.452506,20.900000,4.228212,381.700000,22.035577
TAG,67.00,355.600000,15.385419,21.900000,4.201851,377.500000,17.513487
TAG,67.25,354.000000,21.317703,21.900000,2.998148,375.900000,20.599083
TAG,67.50,356.600000,27.585020,18.300000,3.653005,374.900000,27.024475
TAG,67.75,357.700000,28.794482,18.400000,4.742245,376.100000,28.419281
TAG,68.00,348.100000,21.640754,20.600000,3.306559,368.700000,20.987033
TAG,68.25,340.100000,15.737076,20.000000,4.876246,360.100000,15.336594
TAG,68.50,348.300000,16.983979,23.200000,5.633235,371.500000,17.715342
TAG,68.75,351.500000,23.660797,21.500000,3.628590,373.000000,24.358435
TAG,69.00,356.300000,17.789198,20.000000,3.711843,376.300000,19.590531
TAG,69.25,350.400000,20.902950,23.800000,3.084009,374.200000,21.988886
TAG,69.50,355.100000,15.814550,20.200000,2.699794,375.300000,17.204973
TAG,69.75,350.000000,15.556349,22.100000,3.900142,372.100000,16.210079
TAG,70.00,361.500000,18.839969,22.100000,5.195083,383.600000,20.505826
TAG,70.25,357.900000,22.462067,21.900000,2.923088,379.800000,23.126704
TAG,70.50,357.500000,14.804279,21.800000,3.966527,379.300000,15.477941
TAG,70.75,358.400000,11.539305,23.600000,3.204164,382.000000,12.666667
TAG,71.00,354.200000,21.918029,21.200000,3.794733,375.400000,21.792965
TAG,71.25,351.200000,17.918333,22.700000,5.271517,373.900000,19.301410
TAG,71.50,348.800000,16.791532,20.500000,4.600725,369.300000,17.857771
TAG,71.75,347.600000,22.480609,20.000000,4.242641,367.600000,22.935659
TAG,72.00,360.700000,23.132709,21.700000,3.056868,382.400000,22.657841
TAG,72.25,355.400000,21.103975,20.600000,3.025815,376.000000,21.817424
TAG,72.50,356.200000,15.873108,22.200000,4.077036,378.400000,14.841384
TAG,72.75,358.100000,14.700340,21.000000,5.906682,379.100000,14.153523
TAG,73.00,351.900000,14.502490,21.600000,2.988868,373.500000,14.025770
TAG,73.25,354.300000,12.789318,20.200000,3.881580,374.500000,10.741922
TAG,73.50,358.400000,24.878371,19.500000,2.368778,377.900000,23.694584
TAG,73.75,347.200000,23.270391,25.000000,3.265986,372.200000,25.191709
TAG,74.00,346.900000,18.308771,20.900000,3.107339,367.800000,20.509077
TAG,74.25,352.300000,18.354836,20.800000,6.124632,373.100000,18.381452
TAG,74.50,351.000000,12.909944,21.800000,4.661902,372.800000,11.496859
TAG,74.75,340.500000,16.781273,20.700000,3.164034,361.200000,14.665151
TAG,75.00,341.800000,13.886844,19.300000,3.888730,361.100000,15.147057
TAG,75.25,356.900000,14.798273,18.100000,3.842742,375.000000,13.207742
TAG,75.50,358.500000,28.391118,20.900000,3.348300,379.400000,28.686815
TAG,75.75,362.700000,21.087384,19.700000,2.626785,382.400000,20.651607
TAG,76.00,365.100000,19.376102,20.400000,3.777124,385.500000,19.213710
TAG,76.25,365.500000,27.322152,20.900000,3.541814,386.400000,26.013672
TAG,76.50,368.300000,28.833044,21.100000,3.871549,389.400000,31.202564
TAG,76.75,359.700000,20.693799,22.600000,3.373096,382.300000,22.341043
TAG,77.00,355.800000,25.909243,21.400000,3.373096,377.200000,24.430400
TAG,77.25,361.600000,23.533428,19.800000,5.159673,381.400000,22.480609
TAG,77.50,359.400000,24.231293,22.200000,4.516636,381.600000,24.217533
TAG,77.75,355.600000,24.014810,20.800000,3.489667,376.400000,21.848977
TAG,78.00,357.200000,23.677462,20.000000,3.055050,377.200000,23.318090
TAG,78.25,353.600000,23.133429,22.900000,4.748099,376.500000,25.003333
TAG,78.50,363.800000,17.364075,23.100000,4.012481,386.900000,19.473344
TAG,78.75,356.600000,21.521049,21.500000,3.749074,378.100000,21.236499
TAG,79.00,361.500000,24.509635,21.200000,3.583915,382.700000,25.456062
TAG,79.25,354.000000,16.505891,22.100000,4.094712,376.100000,18.835251
TAG,79.50,344.700000,21.669487,21.100000,2.923088,365.800000,22.532939
TAG,79.75,356.900000,28.811456,20.300000,3.465705,377.200000,29.951071
TAG,80.00,356.000000,23.118055,23.800000,4.779586,379.800000,21.811312
TAP,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TAP,0.25,216.600000,13.500617,193.100000,15.509495,409.700000,20.363639
TAP,0.50,361.100000,17.660062,319.400000,16.879968,680.500000,25.096480
TAP,0.75,450.300000,20.591530,381.000000,17.486503,831.300000,29.877714
TAP,1.00,504.700000,16.214191,422.400000,19.715758,927.100000,24.772072
TAP,1.25,539.300000,16.859221,452.200000,23.559853,991.500000,34.193079
TAP,1.50,556.600000,21.546848,459.200000,21.212156,1015.800000,26.557276
TAP,1.75,563.100000,30.226736,463.000000,20.055479,1026.100000,31.841447
TAP,2.00,578.800000,31.534109,475.500000,17.481737,1054.300000,34.756454
TAP,2.25,594.300000,29.028913,484.600000,29.040967,1078.900000,42.508692
TAP,2.50,602.500000,31.679822,483.500000,30.912960,1086.000000,51.903757
TAP,2.75,617.900000,31.557531,482.600000,24.235878,1100.500000,44.935138
TAP,3.00,613.600000,31.479094,487.000000,35.505868,1100.600000,56.903817
TAP,3.25,619.100000,38.716778,479.200000,34.698063,1098.300000,51.794573
TAP,3.50,618.500000,37.351930,470.600000,24.208355,1089.100000,35.457173
TAP,3.75,621.500000,32.503846,467.500000,21.859399,1089.000000,38.884444
TAP,4.00,626.600000,26.441550,459.300000,20.499593,1085.900000,32.398388
TAP,4.25,628.600000,22.076634,449.000000,22.871622,1077.600000,24.563749
TAP,4.50,627.800000,24.211109,459.200000,30.770838,1087.000000,23.323808
TAP,4.75,633.600000,22.794736,458.900000,35.224518,1092.500000,46.068186
TAP,5.00,632.400000,19.580035,463.000000,30.404678,1095.400000,39.435461
TAP,5.25,627.700000,20.363639,461.200000,26.313495,1088.900000,26.747586
TAP,5.50,633.400000,20.034415,447.000000,29.914694,1080.400000,32.755661
TAP,5.75,639.800000,23.855118,453.100000,22.173307,1092.900000,28.586905
TAP,6.00,639.000000,26.369174,451.100000,27.460881,1090.100000,34.664904
TAP,6.25,632.000000,27.712813,445.300000,23.223790,1077.300000,33.410078
TAP,6.50,616.700000,17.913682,462.000000,25.716402,1078.700000,29.559920
TAP,6.75,620.400000,24.690079,465.600000,22.490492,1086.000000,31.629803
TAP,7.00,622.000000,31.752515,469.800000,32.953840,1091.800000,37.359515
TAP,7.25,615.000000,33.109247,457.000000,24.230376,1072.000000,36.826923
TAP,7.50,628.100000,21.126340,459.800000,24.863181,1087.900000,26.917363
TAP,7.75,629.000000,36.033935,470.000000,19.922070,1099.000000,27.712813
TAP,8.00,624.100000,30.963958,474.400000,19.995555,1098.500000,31.302290
TAP,8.25,633.700000,35.046160,478.200000,20.660214,1111.900000,36.864466
TAP,8.50,617.100000,30.186274,468.900000,17.019270,1086.000000,32.355662
TAP,8.75,629.100000,23.473153,478.600000,27.516460,1107.700000,26.754231
TAP,9.00,622.700000,28.047777,482.500000,18.185770,1105.200000,25.090060
TAP,9.25,613.500000,31.159981,473.700000,21.281447,1087.200000,39.535638
TAP,9.50,618.100000,24.154365,473.900000,12.688140,1092.000000,30.140412
TAP,9.75,624.200000,25.853433,464.300000,31.120019,1088.500000,45.743852
TAP,10.00,637.000000,33.109247,469.600000,34.127864,1106.600000,37.798295
TAP,10.25,648.500000,26.904151,477.900000,33.428032,1126.400000,34.836762
TAP,10.50,636.300000,25.073448,471.000000,30.062897,1107.300000,32.670238
TAP,10.75,629.400000,21.219488,464.100000,23.510990,1093.500000,13.108521
TAP,11.00,634.000000,22.176063,470.700000,23.485456,1104.700000,8.944893
TAP,11.25,639.100000,33.140945,475.200000,19.685302,1114.300000,36.578834
TAP,11.50,637.500000,25.180460,481.500000,27.342478,1119.000000,42.103048
TAP,11.75,634.900000,17.412958,484.300000,18.968102,1119.200000,26.165287
TAP,12.00,633.300000,24.354101,471.800000,21.693829,1105.100000,34.968081
TAP,12.25,630.500000,27.520699,470.300000,12.436952,1100.800000,26.292373
TAP,12.50,620.500000,26.268909,467.600000,13.680481,1088.100000,23.129827
TAP,12.75,620.300000,32.414160,464.200000,16.005555,1084.500000,37.134141
TAP,13.00,613.700000,22.593263,466.100000,27.375780,1079.800000,29.031783
TAP,13.25,618.700000,19.737443,468.900000,19.473344,1087.600000,33.403925
TAP,13.50,625.000000,20.066556,465.200000,14.474499,1090.200000,30.770838
TAP,13.75,629.900000,26.286668,464.800000,30.713008,1094.700000,50.903067
TAP,14.00,635.600000,26.428940,472.300000,31.647538,1107.900000,49.907581
TAP,14.25,640.300000,29.097728,475.700000,26.944593,1116.000000,35.543401
TAP,14.50,628.600000,39.797264,474.300000,20.859583,1102.900000,44.687682
TAP,14.75,624.300000,47.138213,463.100000,20.883007,1087.400000,62.455673
TAP,15.00,626.500000,36.921087,462.800000,16.443844,1089.300000,40.183053
TAP,15.25,619.000000,47.046077,454.300000,21.401194,1073.300000,48.837713
TAP,15.50,628.400000,48.162226,462.000000,26.778930,1090.400000,57.329845
TAP,15.75,626.500000,44.915352,461.900000,18.681244,1088.400000,52.944835
TAP,16.00,621.500000,35.516037,463.500000,27.601328,1085.000000,36.527007
TAP,16.25,626.700000,39.172127,468.100000,30.380732,1094.800000,56.414734
TAP,16.50,630.700000,33.990358,489.300000,20.949940,1120.000000,39.858082
TAP,16.75,622.200000,37.599645,475.500000,17.322112,1097.700000,45.869501
TAP,17.00,620.500000,39.522849,468.200000,25.476787,1088.700000,48.408103
TAP,17.25,619.300000,32.055681,470.500000,27.081154,1089.800000,39.647895
TAP,17.50,625.400000,35.236345,464.000000,21.832697,1089.400000,46.202934
TAP,17.75,633.500000,28.687008,474.400000,16.167182,1107.900000,30.156812
TAP,18.00,625.500000,30.533224,471.400000,26.546395,1096.900000,42.506078
TAP,18.25,620.200000,28.498733,465.100000,26.341560,1085.300000,39.869370
TAP,18.50,628.600000,24.690079,467.800000,30.546140,1096.400000,37.443884
TAP,18.75,623.500000,38.876585,463.100000,32.153970,1086.600000,54.811191
TAP,19.00,622.400000,43.164286,465.300000,24.244358,1087.700000,55.027367
TAP,19.25,622.200000,36.808212,458.800000,26.114279,1081.000000,47.316899
TAP,19.50,624.700000,24.788214,461.700000,23.884211,1086.400000,28.072129
TAP,19.75,631.200000,15.156957,465.000000,29.735874,1096.200000,35.567776
TAP,20.00,636.100000,24.108320,470.000000,31.724509,1106.100000,49.747027
TAP,20.25,637.000000,27.740864,470.000000,23.021729,1107.000000,42.525809
TAP,20.50,640.300000,29.215863,470.800000,22.129919,1111.100000,47.535834
TAP,20.75,632.400000,19.184484,472.200000,17.274258,1104.600000,24.927450
TAP,21.00,624.000000,25.538642,470.900000,14.563653,1094.900000,23.708648
TAP,21.25,620.200000,19.412482,464.600000,20.565343,1084.800000,24.256958
TAP,21.50,633.400000,25.404287,478.600000,26.903944,1112.000000,35.910382
TAP,21.75,629.100000,22.521348,482.500000,30.000926,1111.600000,33.210440
TAP,22.00,624.700000,23.118295,466.200000,27.518882,1090.900000,38.129749
TAP,22.25,628.900000,17.885127,472.800000,29.464857,1101.700000,32.321475
TAP,22.50,639.200000,20.015550,467.300000,22.905846,1106.500000,28.000992
TAP,22.75,636.800000,23.213023,462.100000,24.168161,1098.900000,39.627291
TAP,23.00,633.800000,27.259249,469.700000,20.838266,1103.500000,41.753909
TAP,23.25,634.800000,36.970859,472.900000,21.901040,1107.700000,52.138810
TAP,23.50,634.100000,32.453214,473.300000,24.864298,1107.400000,35.223729
TAP,23.75,637.700000,29.851670,467.500000,20.581815,1105.200000,35.708076
TAP,24.00,635.600000,27.825648,459.700000,25.170750,1095.300000,35.484112
TAP,24.25,631.500000,32.414846,457.700000,30.441383,1089.200000,45.864050
TAP,24.50,630.000000,27.672690,460.700000,27.745070,1090.700000,46.728649
TAP,24.75,635.100000,21.895966,464.600000,23.334286,1099.700000,35.960009
TAP,25.00,627.800000,29.092954,463.800000,27.627683,1091.600000,46.752778
TAP,25.25,627.600000,29.159332,463.800000,28.267767,1091.400000,42.180037
TAP,25.50,628.800000,24.876584,470.800000,28.909053,1099.600000,46.781288
TAP,25.75,620.200000,22.339800,472.300000,32.259538,1092.500000,46.255931
TAP,26.00,622.100000,26.146808,471.700000,26.153606,1093.800000,37.537537
TAP,26.25,622.700000,28.674611,474.100000,22.077892,1096.800000,41.041442
TAP,26.50,617.500000,26.382865,470.600000,18.319389,1088.100000,33.547479
TAP,26.75,620.600000,24.595393,479.400000,29.579272,1100.000000,35.213634
TAP,27.00,631.700000,22.080912,485.900000,33.679700,1117.600000,22.959868
TAP,27.25,631.700000,29.777135,474.300000,40.381651,1106.000000,39.513711
TAP,27.50,625.900000,25.418497,460.900000,26.518128,1086.800000,29.370431
TAP,27.75,630.900000,28.873094,451.900000,20.983856,1082.800000,30.824954
TAP,28.00,632.400000,32.018050,446.100000,24.551307,1078.500000,28.469282
TAP,28.25,642.300000,20.666935,447.600000,27.552778,1089.900000,23.764820
TAP,28.50,645.000000,16.048537,456.700000,27.592471,1101.700000,25.612714
TAP,28.75,643.500000,20.478987,461.900000,33.765367,1105.400000,35.540900
TAP,29.00,630.900000,28.919236,463.700000,26.973444,1094.600000,31.422568
TAP,29.25,626.900000,19.863143,456.500000,18.155195,1083.400000,22.311930
TAP,29.50,623.500000,22.974624,452.100000,20.936146,1075.600000,24.180800
TAP,29.75,634.300000,35.705742,455.700000,21.756481,1090.000000,39.527768
TAP,30.00,636.800000,30.752778,461.800000,39.091914,1098.600000,48.394674
TAP,30.25,639.200000,34.022215,458.200000,27.923706,1097.400000,41.814936
TAP,30.50,632.300000,25.416749,454.300000,23.185484,1086.600000,34.660897
TAP,30.75,647.000000,26.398653,453.200000,26.262775,1100.200000,38.866724
TAP,31.00,648.500000,21.884799,458.600000,23.056452,1107.100000,26.048886
TAP,31.25,637.600000,14.338759,453.000000,23.697163,1090.600000,25.091831
TAP,31.50,634.300000,13.864824,466.100000,21.063133,1100.400000,23.870949
TAP,31.75,626.500000,29.402381,467.900000,24.223267,1094.400000,35.650152
TAP,32.00,628.200000,23.208236,471.200000,18.078840,1099.400000,29.299981
