policy,time,H_mean,H_std,E_mean,E_std,total_mean,total_std
patient,10.00,915.600000,37.985962,294.300000,16.640312,1209.900000,45.559363
patient,10.25,921.000000,28.118796,289.900000,18.302702,1210.900000,38.874299
patient,10.50,929.300000,44.472338,297.400000,22.026247,1226.700000,46.989479
patient,10.75,933.100000,39.909481,291.600000,24.418572,1224.700000,50.839726
patient,11.00,929.700000,38.259494,291.500000,17.677670,1221.200000,44.218649
patient,11.25,931.600000,33.227164,290.700000,12.684636,1222.300000,40.116636
patient,11.50,923.800000,35.171959,299.100000,21.094760,1222.900000,44.660323
patient,11.75,930.300000,33.243379,293.400000,27.705595,1223.700000,53.497767
patient,12.00,928.400000,34.715350,295.100000,26.408963,1223.500000,50.570633
patient,12.25,936.600000,36.503272,297.400000,19.443365,1234.000000,38.334783
patient,12.50,923.700000,31.087868,298.700000,23.561032,1222.400000,32.459205
patient,12.75,933.300000,30.280357,293.700000,14.032106,1227.000000,20.875291
patient,13.00,928.300000,27.560237,292.900000,15.821575,1221.200000,32.485210
patient,13.25,921.000000,29.649808,275.400000,14.009521,1196.400000,35.465789
patient,13.50,920.800000,27.112113,283.200000,22.299975,1204.000000,30.771560
patient,13.75,928.200000,21.709189,291.100000,17.741665,1219.300000,19.419635
patient,14.00,930.500000,34.526158,295.300000,14.712429,1225.800000,39.838005
patient,14.25,924.900000,30.588487,295.300000,27.576359,1220.200000,44.715893
patient,14.50,927.700000,40.332094,292.200000,24.760183,1219.900000,57.764753
patient,14.75,936.800000,39.737472,302.700000,20.822264,1239.500000,44.302621
patient,15.00,933.700000,40.016802,297.500000,27.805875,1231.200000,40.970992
patient,15.25,929.000000,39.118055,299.800000,19.713504,1228.800000,43.893305
patient,15.50,937.100000,39.649716,304.000000,16.152055,1241.100000,46.928906
patient,15.75,929.100000,32.739545,299.700000,14.545331,1228.800000,34.563307
patient,16.00,937.100000,26.501363,299.600000,18.410142,1236.700000,32.758544
patient,16.25,939.500000,21.567723,297.800000,21.101869,1237.300000,39.336299
patient,16.50,934.200000,27.377201,297.300000,15.180763,1231.500000,35.059473
patient,16.75,934.100000,40.261506,296.800000,16.136914,1230.900000,43.643633
patient,17.00,941.400000,31.369483,298.300000,20.358182,1239.700000,33.293476
patient,17.25,943.200000,22.084685,293.600000,22.391467,1236.800000,30.792495
patient,17.50,947.500000,27.569105,288.900000,34.645667,1236.400000,49.556253
patient,17.75,942.200000,27.975386,282.700000,28.351171,1224.900000,46.080726
patient,18.00,944.000000,34.583233,284.200000,23.980548,1228.200000,50.435437
patient,18.25,937.600000,30.543957,301.200000,21.112398,1238.800000,35.946874
patient,18.50,933.200000,27.255173,295.200000,20.175893,1228.400000,30.714456
patient,18.75,932.900000,25.092938,298.900000,9.550451,1231.800000,29.195890
patient,19.00,936.500000,24.217762,288.300000,19.771191,1224.800000,32.778041
patient,19.25,943.900000,32.212661,294.300000,18.141726,1238.200000,33.469057
patient,19.50,943.400000,30.656520,290.900000,19.203298,1234.300000,41.716104
patient,19.75,934.500000,36.936131,290.300000,18.985667,1224.800000,43.396876
patient,20.00,948.200000,37.487183,297.400000,17.715028,1245.600000,44.642282
patient,20.25,946.600000,21.726584,287.700000,24.463351,1234.300000,27.178627
patient,20.50,948.600000,19.201852,285.700000,19.630192,1234.300000,23.171103
patient,20.75,952.100000,16.736188,287.500000,14.370108,1239.600000,19.816940
patient,21.00,950.300000,22.818365,284.500000,21.578024,1234.800000,24.516661
patient,21.25,939.100000,29.953482,289.000000,25.434010,1228.100000,33.268103
patient,21.50,941.200000,32.761088,286.700000,20.843597,1227.900000,31.006988
patient,21.75,948.000000,26.259390,296.300000,20.243243,1244.300000,34.515858
patient,22.00,950.800000,22.924029,294.500000,21.793220,1245.300000,34.746862
patient,22.25,957.900000,31.324289,287.400000,19.828151,1245.300000,40.683193
patient,22.50,949.400000,25.197884,283.300000,24.212256,1232.700000,36.432739
patient,22.75,938.500000,19.190565,295.800000,20.093117,1234.300000,34.682849
patient,23.00,937.300000,21.390808,288.100000,17.527439,1225.400000,25.491611
patient,23.25,936.800000,30.527947,295.500000,16.965652,1232.300000,39.268449
patient,23.50,942.700000,43.176768,297.300000,15.783606,1240.000000,55.186552
patient,23.75,934.000000,40.843876,292.400000,18.922062,1226.400000,45.250414
patient,24.00,941.000000,25.794056,282.800000,22.714655,1223.800000,29.649058
patient,24.25,933.400000,28.706174,280.000000,23.902580,1213.400000,33.407251
patient,24.50,934.700000,28.217607,286.700000,13.482911,1221.400000,20.446135
patient,24.75,936.600000,37.104058,289.500000,20.972204,1226.100000,53.803036
patient,25.00,952.200000,22.039359,296.300000,14.514743,1248.500000,26.094912
patient,25.25,952.400000,27.158792,309.000000,24.018511,1261.400000,44.003030
patient,25.50,936.500000,30.460357,295.800000,20.059910,1232.300000,45.065508
patient,25.75,950.000000,26.478503,295.800000,13.862820,1245.800000,28.494834
patient,26.00,941.200000,27.413703,290.000000,18.306040,1231.200000,24.746717
patient,26.25,935.000000,30.601380,292.200000,13.381579,1227.200000,29.607807
patient,26.50,929.500000,34.026950,292.000000,16.090025,1221.500000,35.286919
patient,26.75,926.000000,37.157323,298.200000,22.304957,1224.200000,46.794587
patient,27.00,926.900000,31.469385,299.100000,23.023901,1226.000000,32.927530
patient,27.25,934.000000,31.051928,303.600000,22.227111,1237.600000,35.932653
patient,27.50,936.600000,36.350760,298.400000,19.563004,1235.000000,38.537139
patient,27.75,929.500000,30.920148,297.900000,24.218680,1227.400000,46.595660
patient,28.00,924.200000,26.473467,297.300000,24.147924,1221.500000,44.930193
patient,28.25,944.100000,24.282824,296.000000,21.478672,1240.100000,33.573965
patient,28.50,939.300000,29.265262,298.800000,19.286149,1238.100000,35.834341
patient,28.75,941.800000,36.593260,294.100000,23.182608,1235.900000,38.549968
patient,29.00,945.100000,28.108718,290.600000,19.523206,1235.700000,32.397016
patient,29.25,947.300000,23.697398,295.800000,18.078840,1243.100000,24.296548
patient,29.50,938.000000,27.251911,298.200000,17.034605,1236.200000,29.585282
patient,29.75,938.500000,25.211329,291.700000,22.881579,1230.200000,33.953563
patient,30.00,939.100000,24.695704,300.100000,13.963842,1239.200000,25.174061
patient,30.25,943.200000,20.847595,292.400000,21.035420,1235.600000,22.657841
patient,30.50,930.000000,21.873373,281.000000,24.257874,1211.000000,40.072157
patient,30.75,920.400000,26.412118,285.600000,27.076845,1206.000000,44.219151
patient,31.00,919.400000,38.482897,290.000000,15.705625,1209.400000,49.336036
patient,31.25,919.200000,35.228776,285.400000,17.308957,1204.600000,37.208721
patient,31.50,927.800000,32.866058,288.200000,18.115678,1216.000000,44.703965
patient,31.75,918.600000,32.476316,289.500000,12.580850,1208.100000,38.811367
patient,32.00,925.500000,31.038507,295.500000,15.313393,1221.000000,38.795762
patient,32.25,937.000000,29.870089,290.600000,27.431531,1227.600000,34.622408
patient,32.50,924.500000,33.945217,290.100000,19.139546,1214.600000,42.182672
patient,32.75,931.900000,26.925618,292.700000,19.989164,1224.600000,34.312939
patient,33.00,936.500000,33.840311,297.800000,10.891383,1234.300000,36.420538
patient,33.25,935.600000,27.338211,298.700000,25.135411,1234.300000,38.485351
patient,33.50,936.200000,29.720176,290.800000,18.365426,1227.000000,40.318179
patient,33.75,931.400000,29.375727,286.600000,16.899704,1218.000000,41.174426
patient,34.00,929.300000,22.857287,292.300000,16.425252,1221.600000,28.979686
patient,34.25,927.400000,22.066566,289.800000,14.195461,1217.200000,29.035610
patient,34.50,927.100000,23.402042,290.900000,16.629626,1218.000000,30.022214
patient,34.75,938.600000,25.456717,290.800000,17.370473,1229.400000,23.429326
patient,35.00,931.800000,36.979874,288.200000,25.555169,1220.000000,50.992374
patient,35.25,930.500000,39.903355,290.900000,19.638115,1221.400000,50.566128
patient,35.50,934.100000,40.012359,294.100000,20.957364,1228.200000,54.913670
patient,35.75,940.200000,35.149838,291.500000,15.211472,1231.700000,31.721181
patient,36.00,937.800000,28.408919,295.200000,18.896208,1233.000000,31.280097
patient,36.25,947.600000,29.785157,295.800000,19.724773,1243.400000,41.465380
patient,36.50,941.000000,33.169598,304.100000,21.589349,1245.100000,47.287419
patient,36.75,950.500000,36.295852,297.600000,11.462015,1248.100000,41.482125
patient,37.00,943.000000,30.879695,290.000000,14.757296,1233.000000,28.600699
patient,37.25,934.400000,29.684264,291.900000,28.045400,1226.300000,45.038379
patient,37.50,943.200000,33.488970,300.800000,20.590181,1244.000000,41.020320
patient,37.75,938.900000,26.172292,299.500000,16.188130,1238.400000,36.074614
patient,38.00,950.600000,25.399913,299.500000,22.386752,1250.100000,42.162253
patient,38.25,939.200000,29.895373,295.000000,26.461712,1234.200000,33.392614
patient,38.50,938.300000,26.994032,290.400000,21.245653,1228.700000,31.496208
patient,38.75,935.500000,33.447305,287.300000,24.648867,1222.800000,44.626350
patient,39.00,937.000000,28.405790,292.800000,21.482810,1229.800000,34.224098
patient,39.25,931.700000,25.707975,290.200000,18.558017,1221.900000,32.905420
patient,39.50,921.600000,22.490492,295.300000,22.988161,1216.900000,39.486847
patient,39.75,929.800000,25.823331,285.900000,17.162297,1215.700000,32.506581
patient,40.00,931.700000,14.032106,296.900000,20.452927,1228.600000,21.562313
patient,40.25,926.400000,15.342027,293.800000,15.901083,1220.200000,19.752918
patient,40.50,919.200000,26.657498,289.200000,19.240005,1208.400000,31.373025
patient,40.75,931.800000,24.082266,283.800000,13.717791,1215.600000,16.310869
patient,41.00,936.100000,19.829551,284.100000,21.855332,1220.200000,20.874227
patient,41.25,929.100000,26.880187,295.000000,14.406789,1224.100000,20.008054
patient,41.50,931.300000,34.325404,285.500000,23.391594,1216.800000,43.445496
patient,41.75,926.500000,32.028633,293.800000,16.936483,1220.300000,35.295735
patient,42.00,928.300000,28.091319,296.500000,17.212721,1224.800000,32.334364
patient,42.25,924.700000,28.558128,292.800000,18.629725,1217.500000,36.154760
patient,42.50,930.000000,27.471197,296.100000,21.517177,1226.100000,26.163800
patient,42.75,939.200000,24.885516,286.700000,13.115301,1225.900000,20.080117
patient,43.00,933.500000,30.576861,286.500000,24.618196,1220.000000,39.395431
patient,43.25,935.600000,40.604324,282.800000,14.935417,1218.400000,45.911025
patient,43.50,922.900000,33.080541,282.100000,16.894772,1205.000000,37.303560
patient,43.75,930.800000,22.369622,278.700000,14.391741,1209.500000,30.482235
patient,44.00,932.900000,26.036086,284.700000,18.862367,1217.600000,40.841700
patient,44.25,937.700000,31.805136,289.300000,15.195394,1227.000000,40.450244
patient,44.50,936.700000,39.774503,297.400000,14.120120,1234.100000,39.686130
patient,44.75,945.800000,40.005000,295.300000,20.450754,1241.100000,27.375780
patient,45.00,937.500000,35.422058,310.300000,20.934023,1247.800000,29.317420
patient,45.25,941.100000,45.157625,302.200000,14.710540,1243.300000,47.008392
patient,45.50,943.000000,27.022624,292.600000,17.945597,1235.600000,37.642175
patient,45.75,935.000000,28.142495,289.200000,21.882515,1224.200000,39.069169
patient,46.00,941.900000,21.475826,293.500000,16.022554,1235.400000,30.848015
patient,46.25,934.300000,25.897447,288.800000,18.262287,1223.100000,24.668694
patient,46.50,937.700000,35.317764,291.900000,21.532663,1229.600000,45.397504
patient,46.75,937.200000,30.367380,287.700000,24.504195,1224.900000,46.862565
patient,47.00,926.600000,32.170380,298.100000,19.301410,1224.700000,37.932835
patient,47.25,929.400000,28.044409,292.500000,16.668333,1221.900000,27.057347
patient,47.50,928.800000,29.536418,284.700000,16.983979,1213.500000,32.318725
patient,47.75,926.500000,24.409698,291.100000,24.015967,1217.600000,29.781426
patient,48.00,929.400000,35.192171,292.400000,14.276632,1221.800000,34.220851
patient,48.25,925.300000,28.004166,298.500000,12.057731,1223.800000,31.033315
patient,48.50,921.300000,28.464598,285.000000,14.015864,1206.300000,29.409182
patient,48.75,912.400000,34.887757,288.100000,13.245125,1200.500000,34.364872
patient,49.00,916.700000,46.058055,293.400000,17.076299,1210.100000,41.858094
patient,49.25,921.800000,43.835044,303.600000,23.400855,1225.400000,44.791368
patient,49.50,926.400000,46.070477,309.300000,15.275616,1235.700000,40.715954
patient,49.75,928.100000,33.228000,306.700000,18.541545,1234.800000,30.835766
patient,50.00,930.900000,27.662449,298.300000,20.390902,1229.200000,25.572555
patient,50.25,926.500000,11.128043,297.800000,22.384518,1224.300000,26.499686
patient,50.50,935.500000,15.608046,298.800000,12.994016,1234.300000,18.233364
patient,50.75,929.800000,21.091336,291.900000,13.723054,1221.700000,25.738212
patient,51.00,922.300000,27.540072,289.300000,20.640037,1211.600000,35.173222
patient,51.25,919.200000,28.882136,294.000000,18.973666,1213.200000,41.864331
patient,51.50,924.900000,29.038098,291.700000,16.526410,1216.600000,29.922864
patient,51.75,927.300000,28.940744,291.900000,17.457568,1219.200000,28.177217
patient,52.00,927.800000,17.267825,288.300000,26.128103,1216.100000,25.774449
patient,52.25,923.700000,34.759651,290.100000,19.985828,1213.800000,47.052689
patient,52.50,928.900000,34.974435,296.500000,19.213710,1225.400000,43.261993
patient,52.75,935.800000,45.180625,288.900000,23.610026,1224.700000,41.523889
patient,53.00,939.300000,44.022848,289.000000,20.661290,1228.300000,53.339687
patient,53.25,941.500000,46.152525,301.000000,12.613925,1242.500000,53.684780
patient,53.50,947.100000,46.777131,299.000000,24.962194,1246.100000,67.437955
patient,53.75,957.600000,44.382679,301.800000,28.897520,1259.400000,64.661855
patient,54.00,952.200000,40.734370,295.400000,20.908265,1247.600000,56.594464
patient,54.25,956.100000,31.295900,296.000000,27.912562,1252.100000,47.766678
patient,54.50,954.500000,31.707868,292.700000,26.123850,1247.200000,44.931553
patient,54.75,956.900000,22.318154,295.400000,16.399187,1252.300000,26.128103
patient,55.00,959.700000,19.545105,287.400000,22.838564,1247.100000,18.531954
patient,55.25,951.700000,23.442838,287.000000,21.317703,1238.700000,22.915545
patient,55.50,949.300000,29.409182,280.600000,25.509040,1229.900000,47.556867
patient,55.75,947.200000,32.822079,286.600000,17.205942,1233.800000,43.499170
patient,56.00,944.100000,30.729826,283.300000,19.950216,1227.400000,46.555105
patient,56.25,944.300000,20.188280,280.900000,25.070789,1225.200000,29.237723
patient,56.50,939.200000,22.967610,280.500000,17.296435,1219.700000,31.857495
patient,56.75,929.700000,20.396350,283.600000,19.783270,1213.300000,30.915836
patient,57.00,923.300000,23.546880,291.000000,21.643577,1214.300000,31.258954
patient,57.25,919.000000,30.236108,289.500000,22.510491,1208.500000,38.532093
patient,57.50,922.300000,25.517097,292.300000,17.333654,1214.600000,29.136461
patient,57.75,926.900000,39.602048,297.600000,17.321791,1224.500000,43.313457
patient,58.00,931.000000,30.051807,293.600000,22.579243,1224.600000,44.907807
patient,58.25,921.100000,22.273302,294.800000,18.623760,1215.900000,34.219715
patient,58.50,913.500000,23.576118,287.500000,12.483322,1201.000000,26.845235
patient,58.75,913.700000,16.492759,291.900000,24.510542,1205.600000,32.359783
patient,59.00,923.400000,23.594726,288.400000,19.788886,1211.800000,37.826505
patient,59.25,927.100000,13.625548,293.500000,13.209845,1220.600000,21.240423
patient,59.50,948.500000,18.536750,299.300000,11.175867,1247.800000,23.136311
patient,59.75,943.600000,24.061034,290.600000,20.737513,1234.200000,33.085076
patient,60.00,934.300000,20.445320,289.300000,7.601900,1223.600000,23.931383
patient,60.25,948.800000,29.910236,295.400000,18.945536,1244.200000,31.706291
patient,60.50,938.100000,17.854038,289.500000,22.406596,1227.600000,24.070268
patient,60.75,933.100000,22.367884,290.100000,17.291295,1223.200000,28.291341
patient,61.00,933.300000,18.661011,299.100000,17.872698,1232.400000,29.436183
patient,61.25,929.100000,25.084081,300.000000,21.260292,1229.100000,33.791682
patient,61.50,930.400000,27.725640,292.200000,12.541487,1222.600000,36.709672
patient,61.75,942.500000,31.889566,296.000000,17.863681,1238.500000,27.035984
patient,62.00,952.200000,22.429148,289.400000,22.001010,1241.600000,32.146194
patient,62.25,945.500000,28.461475,298.000000,15.187714,1243.500000,29.284998
patient,62.50,941.500000,31.721882,293.500000,19.962465,1235.000000,40.323690
patient,62.75,936.600000,35.849066,293.500000,16.906606,1230.100000,46.397917
patient,63.00,934.000000,31.846856,294.300000,16.660332,1228.300000,36.034089
patient,63.25,932.300000,25.069016,287.400000,19.878520,1219.700000,32.707627
patient,63.50,916.700000,28.604778,290.100000,20.636806,1206.800000,31.147677
patient,63.75,911.200000,28.778078,288.200000,23.564569,1199.400000,36.043801
patient,64.00,906.900000,26.739276,288.700000,20.553724,1195.600000,32.554911
patient,64.25,910.700000,20.715265,296.600000,20.145030,1207.300000,29.341097
patient,64.50,910.000000,23.776739,295.500000,16.399526,1205.500000,27.933453
patient,64.75,911.600000,24.070268,307.400000,20.630075,1219.000000,38.655171
patient,65.00,911.900000,21.189358,298.000000,25.660172,1209.900000,36.698320
patient,65.25,925.700000,19.799270,296.800000,23.569283,1222.500000,37.452933
patient,65.50,921.300000,20.314472,291.800000,22.329850,1213.100000,33.955690
patient,65.75,919.900000,28.333137,295.400000,12.456145,1215.300000,37.085637
patient,66.00,918.500000,22.711965,290.900000,15.380001,1209.400000,34.692939
patient,66.25,916.400000,20.078734,292.500000,18.922356,1208.900000,29.455994
patient,66.50,909.700000,26.276521,303.000000,21.540659,1212.700000,41.569353
patient,66.75,922.000000,33.895264,303.000000,21.873373,1225.000000,46.628556
patient,67.00,927.000000,34.146742,290.900000,12.278708,1217.900000,40.026241
patient,67.25,933.800000,34.018949,296.300000,17.410406,1230.100000,37.248266
patient,67.50,926.600000,29.040967,281.300000,21.140009,1207.900000,31.715576
patient,67.75,935.300000,15.261062,293.300000,24.993555,1228.600000,32.571972
patient,68.00,936.000000,19.339080,299.200000,29.910236,1235.200000,43.196708
patient,68.25,936.300000,16.911863,302.000000,15.033296,1238.300000,19.765571
patient,68.50,922.300000,19.635852,294.700000,16.014230,1217.000000,21.092389
patient,68.75,924.900000,33.421384,299.400000,15.875908,1224.300000,36.799909
patient,69.00,920.000000,26.093848,297.100000,10.629623,1217.100000,27.163906
patient,69.25,915.800000,27.498687,294.400000,19.670621,1210.200000,35.430056
patient,69.50,907.200000,32.628549,287.900000,31.925086,1195.100000,52.326857
patient,69.75,906.300000,26.600125,288.400000,16.694643,1194.700000,35.390049
patient,70.00,904.900000,15.856649,288.500000,15.269796,1193.400000,19.631041
patient,70.25,912.000000,29.374970,287.100000,10.556199,1199.100000,35.871530
patient,70.50,912.400000,28.119586,292.000000,15.534907,1204.400000,38.913579
patient,70.75,919.600000,33.247222,300.400000,14.796396,1220.000000,39.146449
patient,71.00,915.100000,27.225193,302.600000,22.741054,1217.700000,37.809611
patient,71.25,909.700000,24.399681,290.000000,18.036999,1199.700000,33.313494
patient,71.50,912.700000,19.476767,290.300000,23.357369,1203.000000,25.315783
patient,71.75,904.000000,15.584893,282.600000,25.047510,1186.600000,22.697038
patient,72.00,910.200000,22.890075,287.400000,15.777621,1197.600000,22.011108
patient,72.25,898.700000,20.955243,298.400000,17.404980,1197.100000,26.476195
patient,72.50,909.000000,28.205594,297.100000,18.495946,1206.100000,35.457173
patient,72.75,921.700000,32.138762,299.300000,17.981781,1221.000000,28.464403
patient,73.00,930.200000,28.267767,295.000000,10.154364,1225.200000,29.419570
patient,73.25,941.900000,28.946119,292.000000,8.717798,1233.900000,28.286039
patient,73.50,934.600000,23.243637,297.900000,13.747323,1232.500000,33.622909
patient,73.75,931.600000,12.971764,295.800000,17.158088,1227.400000,25.548212
patient,74.00,933.300000,22.355959,292.900000,19.891092,1226.200000,36.352594
patient,74.25,934.800000,30.165470,297.600000,20.315293,1232.400000,37.851171
patient,74.50,926.900000,39.269581,302.600000,21.177556,1229.500000,42.794730
patient,74.75,926.500000,30.765240,298.200000,20.411326,1224.700000,29.762206
patient,75.00,919.000000,33.668317,297.200000,17.008495,1216.200000,34.133073
patient,75.25,918.200000,35.102390,295.000000,20.504742,1213.200000,47.342253
patient,75.50,914.100000,40.588586,292.300000,23.523275,1206.400000,52.459932
patient,75.75,917.900000,28.061243,298.900000,10.439774,1216.800000,24.840827
patient,76.00,923.700000,24.675899,286.100000,13.633700,1209.800000,31.555243
patient,76.25,927.500000,28.167160,291.800000,24.100715,1219.300000,48.589093
patient,76.50,928.600000,37.479476,297.100000,19.823947,1225.700000,47.609640
patient,76.75,927.500000,35.687689,298.300000,26.140858,1225.800000,52.312735
patient,77.00,931.600000,34.205912,293.300000,27.113137,1224.900000,47.561539
patient,77.25,921.300000,36.878328,295.500000,16.748134,1216.800000,41.507161
patient,77.50,920.800000,34.366651,300.700000,23.772299,1221.500000,43.133514
patient,77.75,923.000000,34.679485,295.400000,18.343633,1218.400000,38.425108
patient,78.00,916.600000,32.921455,294.600000,26.230601,1211.200000,41.736741
patient,78.25,923.400000,39.129983,296.100000,25.679434,1219.500000,50.713246
patient,78.50,932.400000,34.839952,290.100000,17.609656,1222.500000,35.409509
patient,78.75,930.300000,21.643834,288.300000,21.540917,1218.600000,23.219723
patient,79.00,931.400000,29.307564,278.400000,24.074883,1209.800000,30.338095
patient,79.25,942.500000,23.481671,280.000000,29.522120,1222.500000,42.361539
patient,79.50,941.700000,16.573406,284.500000,14.300350,1226.200000,21.154458
patient,79.75,934.700000,25.897447,289.000000,23.518314,1223.700000,35.327201
patient,80.00,938.600000,31.979855,282.900000,23.544049,1221.500000,48.822240
TAG,0.00,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
TAG,0.25,165.400000,11.862171,23.400000,5.910443,188.800000,13.538423
TAG,0.50,247.700000,9.569047,20.700000,4.900113,268.400000,11.510382
TAG,0.75,296.200000,19.025130,20.800000,5.072803,317.000000,19.218047
TAG,1.00,315.600000,21.675383,20.000000,2.981424,335.600000,20.640844
TAG,1.25,333.700000,20.602319,22.100000,4.228212,355.800000,22.557581
TAG,1.50,350.500000,14.871673,17.100000,2.923088,367.600000,15.056929
TAG,1.75,360.300000,18.221172,22.600000,1.837873,382.900000,18.858832
TAG,2.00,366.800000,16.923357,18.300000,3.128720,385.100000,17.779201
TAG,2.25,363.000000,16.532796,19.200000,3.794733,382.200000,16.484336
TAG,2.50,360.100000,28.191606,19.800000,3.852849,379.900000,29.281963
TAG,2.75,353.700000,20.569935,20.200000,5.692100,373.900000,17.149344
TAG,3.00,358.000000,13.249738,21.900000,4.040077,379.900000,12.323870
TAG,3.25,346.300000,20.456186,22.000000,3.741657,368.300000,20.341802
TAG,3.50,354.700000,23.697398,21.200000,5.006662,375.900000,24.337671
TAG,3.75,365.900000,20.289297,20.100000,5.363457,386.000000,19.966639
TAG,4.00,374.500000,28.551124,20.700000,3.831159,395.200000,29.104410
TAG,4.25,370.900000,24.158964,22.100000,3.871549,393.000000,22.900752
TAG,4.50,369.600000,21.459005,23.400000,4.550946,393.000000,20.682789
TAG,4.75,364.700000,20.033583,20.400000,3.062316,385.100000,19.891092
TAG,5.00,344.600000,10.394443,21.000000,3.681787,365.600000,9.453982
TAG,5.25,348.400000,18.679757,20.700000,3.497618,369.100000,18.296630
TAG,5.50,347.400000,19.743916,22.400000,5.103376,369.800000,19.211108
TAG,5.75,347.300000,17.863992,21.800000,2.820559,369.100000,16.775975
TAG,6.00,348.600000,21.995959,21.500000,3.407508,370.100000,20.787015
TAG,6.25,351.600000,22.784985,22.600000,3.596294,374.200000,23.208236
TAG,6.50,360.700000,24.023368,22.700000,4.270051,383.400000,22.603834
TAG,6.75,363.000000,15.040686,18.400000,4.247875,381.400000,12.491775
TAG,7.00,359.900000,15.044010,22.200000,2.780887,382.100000,14.969970
TAG,7.25,349.900000,20.781669,20.900000,3.984693,370.800000,21.524147
TAG,7.50,357.800000,22.448954,21.900000,3.414023,379.700000,24.549496
TAG,7.75,354.900000,16.855266,21.200000,2.973961,376.100000,16.999673
TAG,8.00,350.000000,16.753109,22.700000,2.496664,372.700000,15.506629
TAG,8.25,349.600000,21.985854,21.300000,5.578729,370.900000,20.749565
TAG,8.50,349.900000,22.491727,20.800000,3.823901,370.700000,22.336069
TAG,8.75,357.900000,23.718019,21.600000,4.005552,379.500000,22.197347
TAG,9.00,357.100000,29.003640,21.200000,5.493430,378.300000,25.854507
TAG,9.25,364.900000,24.515075,20.500000,4.527693,385.400000,24.222120
TAG,9.50,358.500000,23.866527,21.300000,2.668749,379.800000,25.529068
TAG,9.75,362.000000,17.198191,20.600000,2.756810,382.600000,19.132288
TAG,10.00,360.700000,25.236878,23.300000,5.056349,384.000000,23.247461
TAG,10.25,362.700000,19.607538,22.100000,4.357624,384.800000,20.922078
TAG,10.50,358.700000,21.674614,19.700000,1.946507,378.400000,20.876356
TAG,10.75,354.700000,17.410406,22.700000,3.831159,377.400000,17.455976
TAG,11.00,345.300000,16.593506,17.700000,3.831159,363.000000,15.513435
TAG,11.25,356.000000,23.832751,20.000000,3.944053,376.000000,22.286020
TAG,11.50,354.900000,21.527502,23.900000,3.281260,378.800000,21.128180
TAG,11.75,356.700000,19.955784,20.600000,3.533962,377.300000,21.171522
TAG,12.00,360.600000,26.353157,19.500000,3.240370,380.100000,26.801534
TAG,12.25,362.500000,27.289599,22.100000,4.357624,384.600000,23.912805
TAG,12.50,360.500000,29.556913,20.100000,3.725289,380.600000,30.434629
TAG,12.75,358.400000,25.233135,21.000000,3.162278,379.400000,25.175826
TAG,13.00,356.900000,20.442059,22.500000,3.308239,379.400000,20.699973
TAG,13.25,359.600000,13.384900,21.000000,3.055050,380.600000,12.429356
TAG,13.50,363.500000,15.721535,19.800000,4.589844,383.300000,15.041055
TAG,13.75,357.800000,23.054525,20.700000,2.907844,378.500000,24.527762
TAG,14.00,360.600000,24.070268,20.700000,3.465705,381.300000,24.855359
TAG,14.25,359.100000,12.844800,19.900000,3.212822,379.000000,11.145502
TAG,14.50,362.100000,18.411651,20.300000,3.888730,382.400000,20.716070
TAG,14.75,363.500000,26.730133,19.000000,3.590110,382.500000,27.403366
TAG,15.00,361.700000,24.517794,22.400000,4.623611,384.100000,22.108068
TAG,15.25,365.400000,28.899058,19.400000,4.695151,384.800000,27.808072
TAG,15.50,360.500000,20.478987,21.000000,5.270463,381.500000,19.443651
TAG,15.75,368.400000,23.022694,19.500000,4.301163,387.900000,20.819062
TAG,16.00,364.600000,22.031291,19.800000,4.391912,384.400000,23.594726
TAG,16.25,360.800000,18.907964,20.500000,3.240370,381.300000,18.880031
TAG,16.50,367.200000,15.788885,24.200000,3.326660,391.400000,16.794179
TAG,16.75,363.700000,22.116108,22.500000,2.798809,386.200000,22.250094
TAG,17.00,352.500000,20.929777,21.300000,2.626785,373.800000,20.142823
TAG,17.25,355.800000,22.933721,22.100000,3.510302,377.900000,23.325951
TAG,17.50,357.000000,13.424687,20.900000,3.348300,377.900000,15.073524
TAG,17.75,356.600000,16.105210,20.100000,4.094712,376.700000,15.506629
TAG,18.00,344.800000,15.788885,22.100000,3.665151,366.900000,15.466451
TAG,18.25,346.800000,16.671999,22.900000,3.107339,369.700000,17.243678
TAG,18.50,355.100000,20.096711,19.300000,4.522782,374.400000,18.679757
TAG,18.75,349.900000,17.940953,20.000000,3.091206,369.900000,18.675296
TAG,19.00,360.600000,14.930952,22.800000,4.825856,383.400000,15.056929
TAG,19.25,370.000000,19.316084,20.100000,3.381321,390.100000,19.688970
TAG,19.50,367.100000,23.254390,21.400000,4.647580,388.500000,24.107399
TAG,19.75,363.700000,20.358182,21.900000,4.254409,385.600000,18.839674
TAG,20.00,354.200000,15.576335,21.500000,4.377975,375.700000,15.449200
TAG,20.25,353.800000,20.991003,23.900000,4.817791,377.700000,20.758131
TAG,20.50,355.500000,22.401637,21.200000,2.936362,376.700000,22.818365
TAG,20.75,346.800000,22.773279,23.100000,3.665151,369.900000,21.880737
TAG,21.00,347.900000,27.147539,19.600000,3.098387,367.500000,25.421994
TAG,21.25,353.600000,29.628065,21.400000,3.893014,375.000000,29.522120
