m,d1,d2,T,n_runs,lambda_E,lambda_ent,policy,objective_mean,objective_std,total_mean,total_std,H_mean,H_std,E_mean,E_std
500,4,100,5,2,40,0.4,soft_commitment,0.45800000,0.03450681,0.45800000,0.03450681,0.36420000,0.02913280,0.09380000,0.00537401
500,4,100,5,2,40,0.4,risk_adjusted,0.70080000,0.00848528,0.70080000,0.00848528,0.48840000,0.01187939,0.21240000,0.00339411
500,4,100,5,2,40,0.4,preserve_quality,0.46980000,0.02404163,0.46980000,0.02404163,0.33600000,0.01018234,0.13380000,0.01385929
500,4,100,5,2,40,0.5,priority_credits,0.42300000,0.00593970,0.42300000,0.00593970,0.29100000,0.00254558,0.13200000,0.00339411
500,4,100,5,2,40,0.5,soft_commitment,0.42360000,0.00905097,0.42360000,0.00905097,0.29840000,0.00452548,0.12520000,0.00452548
500,4,100,5,2,40,0.5,risk_adjusted,0.63600000,0.00339411,0.63600000,0.00339411,0.40220000,0.00141421,0.23380000,0.00197990
500,4,100,5,2,40,0.5,preserve_quality,0.45380000,0.00141421,0.45380000,0.00141421,0.26640000,0.00791960,0.18740000,0.00933381
500,4,100,5,2,40,0.6,priority_credits,0.38460000,0.00763675,0.38460000,0.00763675,0.21920000,0.00226274,0.16540000,0.00537401
500,4,100,5,2,40,0.6,soft_commitment,0.38160000,0.00000000,0.38160000,0.00000000,0.21440000,0.00791960,0.16720000,0.00791960
500,4,100,5,2,40,0.6,risk_adjusted,0.56800000,0.00226274,0.56800000,0.00226274,0.31640000,0.00735391,0.25160000,0.00509117
500,4,100,5,2,40,0.6,preserve_quality,0.41800000,0.00395980,0.41800000,0.00395980,0.18860000,0.00028284,0.22940000,0.00367696
500,4,100,5,2,40,0.7,priority_credits,0.35100000,0.03535534,0.35100000,0.03535534,0.15780000,0.00820244,0.19320000,0.02715290
500,4,100,5,2,40,0.7,soft_commitment,0.35740000,0.00876812,0.35740000,0.00876812,0.15880000,0.00452548,0.19860000,0.00424264
500,4,100,5,2,40,0.7,risk_adjusted,0.49640000,0.00961665,0.49640000,0.00961665,0.24360000,0.00565685,0.25280000,0.01527351
500,4,100,5,2,40,0.7,preserve_quality,0.42220000,0.01612203,0.42220000,0.01612203,0.13620000,0.00820244,0.28600000,0.00791960
500,4,100,5,2,40,0.8,priority_credits,0.32580000,0.01046518,0.32580000,0.01046518,0.10500000,0.00311127,0.22080000,0.00735391
500,4,100,5,2,40,0.8,soft_commitment,0.34340000,0.00424264,0.34340000,0.00424264,0.09620000,0.00028284,0.24720000,0.00395980
500,4,100,5,2,40,0.8,risk_adjusted,0.45080000,0.00282843,0.45080000,0.00282843,0.16340000,0.00084853,0.28740000,0.00367696
500,4,100,5,2,40,0.8,preserve_quality,0.42020000,0.00424264,0.42020000,0.00424264,0.08100000,0.01499066,0.33920000,0.01923330
500,4,100,5,2,40,0.9,priority_credits,0.30180000,0.00254558,0.30180000,0.00254558,0.04560000,0.00735391,0.25620000,0.00989949
500,4,100,5,2,40,0.9,soft_commitment,0.30100000,0.00933381,0.30100000,0.00933381,0.05160000,0.00056569,0.24940000,0.00876812
500,4,100,5,2,40,0.9,risk_adjusted,0.36840000,0.02093036,0.36840000,0.02093036,0.08300000,0.00254558,0.28540000,0.01838478
500,4,100,5,2,40,0.9,preserve_quality,0.43320000,0.00339411,0.43320000,0.00339411,0.04300000,0.00537401,0.39020000,0.00197990
500,4,100,5,2,100,0.1,priority_credits,0.71120000,0.01640488,0.71120000,0.01640488,0.68360000,0.01244508,0.02760000,0.00395980
500,4,100,5,2,100,0.1,soft_commitment,0.71900000,0.01216224,0.71900000,0.01216224,0.69760000,0.01301076,0.02140000,0.00084853
500,4,100,5,2,100,0.1,risk_adjusted,0.82780000,0.00311127,0.82780000,0.00311127,0.73760000,0.00509117,0.09020000,0.00197990
500,4,100,5,2,100,0.1,preserve_quality,0.69920000,0.00395980,0.69920000,0.00395980,0.67080000,0.00509117,0.02840000,0.00113137
500,4,100,5,2,100,0.2,priority_credits,0.60300000,0.00197990,0.60300000,0.00197990,0.54020000,0.00141421,0.06280000,0.00339411
500,4,100,5,2,100,0.2,soft_commitment,0.59580000,0.02347595,0.59580000,0.02347595,0.53340000,0.01046518,0.06240000,0.01301076
500,4,100,5,2,100,0.2,risk_adjusted,0.81540000,0.02913280,0.81540000,0.02913280,0.65140000,0.01668772,0.16400000,0.01244508
500,4,100,5,2,100,0.2,preserve_quality,0.61440000,0.02375879,0.61440000,0.02375879,0.54720000,0.02036468,0.06720000,0.00339411
500,4,100,5,2,100,0.3,priority_credits,0.53480000,0.01583919,0.53480000,0.01583919,0.43940000,0.02291026,0.09540000,0.00707107
500,4,100,5,2,100,0.3,soft_commitment,0.54760000,0.00678823,0.54760000,0.00678823,0.44280000,0.00791960,0.10480000,0.00113137
500,4,100,5,2,100,0.3,risk_adjusted,0.78780000,0.01272792,0.78780000,0.01272792,0.54860000,0.00537401,0.23920000,0.00735391
500,4,100,5,2,100,0.3,preserve_quality,0.55040000,0.02489016,0.55040000,0.02489016,0.44580000,0.01951615,0.10460000,0.00537401
500,4,100,5,2,100,0.4,priority_credits,0.50040000,0.00226274,0.50040000,0.00226274,0.35380000,0.00650538,0.14660000,0.00424264
500,4,100,5,2,100,0.4,soft_commitment,0.50360000,0.00848528,0.50360000,0.00848528,0.36320000,0.00735391,0.14040000,0.00113137
500,4,100,5,2,100,0.4,risk_adjusted,0.78880000,0.01131371,0.78880000,0.01131371,0.49280000,0.00905097,0.29600000,0.00226274
500,4,100,5,2,100,0.4,preserve_quality,0.51960000,0.00056569,0.51960000,0.00056569,0.33620000,0.00707107,0.18340000,0.00650538
500,4,100,5,2,100,0.5,priority_credits,0.47760000,0.00056569,0.47760000,0.00056569,0.27880000,0.01131371,0.19880000,0.01074802
500,4,100,5,2,100,0.5,soft_commitment,0.48920000,0.00452548,0.48920000,0.00452548,0.27240000,0.00509117,0.21680000,0.00961665
500,4,100,5,2,100,0.5,risk_adjusted,0.73900000,0.00876812,0.73900000,0.00876812,0.40200000,0.01187939,0.33700000,0.00311127
500,4,100,5,2,100,0.5,preserve_quality,0.49820000,0.01499066,0.49820000,0.01499066,0.25260000,0.00593970,0.24560000,0.00905097
500,4,100,5,2,100,0.6,priority_credits,0.45360000,0.01866762,0.45360000,0.01866762,0.19900000,0.01555635,0.25460000,0.00311127
500,4,100,5,2,100,0.6,soft_commitment,0.45560000,0.01187939,0.45560000,0.01187939,0.19500000,0.00367696,0.26060000,0.00820244
500,4,100,5,2,100,0.6,risk_adjusted,0.71680000,0.00791960,0.71680000,0.00791960,0.32580000,0.00028284,0.39100000,0.00820244
500,4,100,5,2,100,0.6,preserve_quality,0.50200000,0.00056569,0.50200000,0.00056569,0.18600000,0.00509117,0.31600000,0.00565685
500,4,100,5,2,100,0.7,priority_credits,0.47540000,0.01838478,0.47540000,0.01838478,0.13940000,0.00933381,0.33600000,0.00905097
500,4,100,5,2,100,0.7,soft_commitment,0.44960000,0.00509117,0.44960000,0.00509117,0.13580000,0.00141421,0.31380000,0.00367696
500,4,100,5,2,100,0.7,risk_adjusted,0.67580000,0.02291026,0.67580000,0.02291026,0.24080000,0.02093036,0.43500000,0.00197990
500,4,100,5,2,100,0.7,preserve_quality,0.51540000,0.00197990,0.51540000,0.00197990,0.13600000,0.00735391,0.37940000,0.00933381
500,4,100,5,2,100,0.8,priority_credits,0.46120000,0.02489016,0.46120000,0.02489016,0.08960000,0.00622254,0.37160000,0.01866762
500,4,100,5,2,100,0.8,soft_commitment,0.47860000,0.01555635,0.47860000,0.01555635,0.09220000,0.00254558,0.38640000,0.01810193
500,4,100,5,2,100,0.8,risk_adjusted,0.59840000,0.02036468,0.59840000,0.02036468,0.15300000,0.00763675,0.44540000,0.01272792
500,4,100,5,2,100,0.8,preserve_quality,0.55220000,0.01951615,0.55220000,0.01951615,0.07500000,0.00311127,0.47720000,0.02262742
500,4,100,5,2,100,0.9,priority_credits,0.49140000,0.00593970,0.49140000,0.00593970,0.04100000,0.00254558,0.45040000,0.00339411
500,4,100,5,2,100,0.9,soft_commitment,0.49700000,0.01272792,0.49700000,0.01272792,0.04060000,0.00084853,0.45640000,0.01357645
500,4,100,5,2,100,0.9,risk_adjusted,0.57800000,0.04468915,0.57800000,0.04468915,0.08100000,0.00989949,0.49700000,0.03478965
500,4,100,5,2,100,0.9,preserve_quality,0.60260000,0.00367696,0.60260000,0.00367696,0.03860000,0.00424264,0.56400000,0.00056569
