policy,time,H_mean,H_std,E_mean,E_std
greedy,23.2500,1072.90000000,29.26678056,4.10000000,1.44913767
greedy,23.5000,1075.60000000,32.97878106,4.70000000,1.05934991
greedy,23.7500,1100.00000000,16.22070008,3.60000000,1.42984071
greedy,24.0000,1111.40000000,37.17585836,2.30000000,1.49443412
greedy,24.2500,1091.80000000,33.41257248,4.10000000,1.52388393
greedy,24.5000,1083.40000000,28.98735356,4.70000000,1.70293864
greedy,24.7500,1074.90000000,41.32647793,4.10000000,2.76686746
greedy,25.0000,1083.30000000,28.70172275,4.30000000,1.41813649
greedy,25.2500,1101.90000000,25.11506852,3.40000000,1.50554531
greedy,25.5000,1092.00000000,29.41277122,3.90000000,1.44913767
greedy,25.7500,1089.10000000,30.60664416,5.20000000,1.61932771
greedy,26.0000,1080.80000000,48.55878454,4.20000000,1.39841180
greedy,26.2500,1088.10000000,46.55570141,4.00000000,2.16024690
greedy,26.5000,1095.50000000,39.32273869,3.30000000,1.41813649
greedy,26.7500,1086.60000000,26.48773301,3.30000000,1.25166556
greedy,27.0000,1092.80000000,20.58478402,2.80000000,1.39841180
greedy,27.2500,1091.30000000,20.97644181,4.30000000,1.76698110
greedy,27.5000,1090.20000000,37.45456507,4.80000000,1.31656118
greedy,27.7500,1083.60000000,32.42495610,4.50000000,2.06827894
greedy,28.0000,1082.80000000,37.07589813,3.80000000,1.68654809
greedy,28.2500,1075.90000000,27.72263415,3.70000000,1.63639169
greedy,28.5000,1076.00000000,40.48593720,4.40000000,1.83787317
greedy,28.7500,1063.20000000,38.67758467,4.50000000,2.41522946
greedy,29.0000,1082.60000000,47.78237704,4.70000000,1.88856206
greedy,29.2500,1077.50000000,40.26371402,4.20000000,2.25092574
greedy,29.5000,1092.20000000,59.80486788,3.60000000,1.95505044
greedy,29.7500,1087.40000000,51.64881412,3.30000000,1.63639169
greedy,30.0000,1075.60000000,43.47464140,3.80000000,1.22927259
greedy,30.2500,1081.10000000,25.26503953,4.00000000,1.88561808
greedy,30.5000,1081.50000000,31.72888624,4.10000000,1.52388393
greedy,30.7500,1089.00000000,40.42276586,4.50000000,2.41522946
greedy,31.0000,1068.30000000,31.78067197,3.70000000,2.66874919
greedy,31.2500,1075.20000000,32.14826762,3.90000000,1.37032032
greedy,31.5000,1097.70000000,30.29503076,4.00000000,1.88561808
greedy,31.7500,1086.20000000,44.87216410,4.30000000,2.00277585
greedy,32.0000,1076.90000000,35.25919896,4.30000000,3.05686840
greedy,32.2500,1093.90000000,48.85682029,4.70000000,1.94650684
greedy,32.5000,1098.40000000,35.03712317,4.00000000,2.05480467
greedy,32.7500,1101.50000000,27.09756037,4.90000000,1.91195072
greedy,33.0000,1086.10000000,34.24243631,4.50000000,2.01384100
greedy,33.2500,1097.70000000,35.22010158,3.60000000,1.71269768
greedy,33.5000,1088.00000000,40.20226638,4.40000000,1.64654520
greedy,33.7500,1076.00000000,38.22738983,4.50000000,1.58113883
greedy,34.0000,1063.80000000,38.54809406,4.30000000,1.56702124
greedy,34.2500,1076.30000000,25.48659779,3.80000000,1.47572957
greedy,34.5000,1078.70000000,43.18191494,3.80000000,1.39841180
greedy,34.7500,1083.00000000,39.12657523,3.70000000,1.76698110
greedy,35.0000,1083.10000000,29.23639285,3.80000000,1.61932771
greedy,35.2500,1057.30000000,31.06283954,4.90000000,2.51440296
greedy,35.5000,1063.10000000,41.77040420,4.90000000,2.37814120
greedy,35.7500,1070.00000000,37.90631727,3.30000000,2.00277585
greedy,36.0000,1081.90000000,39.97902228,3.10000000,1.37032032
greedy,36.2500,1078.20000000,30.24272181,4.30000000,2.16281709
greedy,36.5000,1063.50000000,27.82185392,3.80000000,2.20100987
greedy,36.7500,1099.60000000,44.28493599,4.50000000,1.35400640
greedy,37.0000,1107.10000000,27.44469186,4.50000000,1.26929552
greedy,37.2500,1090.80000000,26.13129244,4.20000000,1.03279556
greedy,37.5000,1089.40000000,39.10157712,4.60000000,3.33999335
greedy,37.7500,1118.30000000,45.65340440,4.20000000,2.09761770
greedy,38.0000,1118.60000000,30.63476602,3.70000000,2.21359436
greedy,38.2500,1109.60000000,46.47866894,4.90000000,1.59513148
greedy,38.5000,1100.20000000,43.17097791,4.40000000,2.31900362
greedy,38.7500,1097.10000000,39.10512896,4.40000000,2.31900362
greedy,39.0000,1084.70000000,32.82631059,3.90000000,2.07899548
greedy,39.2500,1076.20000000,26.78224951,4.20000000,1.75119007
greedy,39.5000,1080.70000000,40.44213974,4.10000000,1.91195072
greedy,39.7500,1091.50000000,33.75483504,3.10000000,1.37032032
greedy,40.0000,1081.70000000,41.45961891,4.00000000,1.33333333
greedy,40.2500,1085.60000000,33.28730155,3.60000000,1.50554531
greedy,40.5000,1089.80000000,27.77608884,4.30000000,1.49443412
greedy,40.7500,1079.40000000,40.98834523,4.10000000,1.66332999
greedy,41.0000,1078.60000000,39.55923828,4.50000000,1.58113883
greedy,41.2500,1079.50000000,40.36568950,4.40000000,1.89736660
greedy,41.5000,1081.40000000,42.85168219,3.80000000,2.09761770
greedy,41.7500,1091.20000000,39.14304252,4.40000000,1.71269768
greedy,42.0000,1088.20000000,31.29714222,4.50000000,2.54950976
greedy,42.2500,1093.20000000,42.13681420,3.30000000,1.25166556
greedy,42.5000,1100.30000000,32.08686128,2.80000000,1.47572957
greedy,42.7500,1097.40000000,40.79542458,4.90000000,0.99442893
greedy,43.0000,1106.40000000,29.70297404,3.90000000,2.13177026
greedy,43.2500,1102.20000000,31.74481585,3.90000000,1.52388393
greedy,43.5000,1086.00000000,35.90419350,5.10000000,1.59513148
greedy,43.7500,1094.40000000,36.94500417,3.80000000,1.47572957
greedy,44.0000,1107.10000000,42.17542728,4.20000000,1.81352940
greedy,44.2500,1090.30000000,47.67960197,4.70000000,1.25166556
greedy,44.5000,1085.00000000,42.59890452,3.60000000,1.50554531
greedy,44.7500,1088.30000000,36.24929118,4.40000000,2.06559112
greedy,45.0000,1096.40000000,37.11304054,3.80000000,1.81352940
greedy,45.2500,1108.80000000,38.31100799,4.00000000,2.21108319
greedy,45.5000,1100.90000000,39.12785311,3.40000000,1.83787317
greedy,45.7500,1097.70000000,42.90571058,3.70000000,1.88856206
greedy,46.0000,1113.50000000,48.68778081,3.90000000,1.52388393
greedy,46.2500,1113.40000000,45.44153753,4.00000000,1.33333333
greedy,46.5000,1110.80000000,37.20453975,5.00000000,2.00000000
greedy,46.7500,1100.10000000,48.42049612,3.80000000,1.93218357
greedy,47.0000,1086.50000000,40.60719695,4.00000000,1.82574186
greedy,47.2500,1082.20000000,35.06121631,3.80000000,1.54919334
greedy,47.5000,1086.20000000,31.72380809,4.70000000,1.76698110
greedy,47.7500,1091.80000000,41.11177177,3.80000000,1.75119007
greedy,48.0000,1076.70000000,23.77697299,4.80000000,1.98885785
greedy,48.2500,1091.10000000,37.86070963,4.30000000,2.35937845
greedy,48.5000,1087.70000000,35.69017917,4.50000000,2.27303028
greedy,48.7500,1084.50000000,52.74098132,3.90000000,2.18326972
greedy,49.0000,1099.40000000,35.93574513,4.00000000,2.05480467
greedy,49.2500,1085.30000000,28.65135250,3.70000000,1.56702124
greedy,49.5000,1079.10000000,25.52319207,5.40000000,1.71269768
greedy,49.7500,1097.30000000,29.07098592,4.30000000,2.94580681
greedy,50.0000,1087.20000000,36.45941427,3.20000000,1.22927259
greedy,50.2500,1075.60000000,28.62477559,3.90000000,1.91195072
greedy,50.5000,1071.20000000,45.40386670,4.30000000,1.82878223
greedy,50.7500,1071.10000000,33.34816337,5.30000000,2.40601099
greedy,51.0000,1088.00000000,26.94026313,3.70000000,1.41813649
greedy,51.2500,1097.80000000,30.19860188,4.50000000,2.87711275
greedy,51.5000,1095.10000000,31.97724886,3.40000000,1.17378779
greedy,51.7500,1079.20000000,30.71300846,4.50000000,1.95789002
greedy,52.0000,1085.40000000,19.95105121,3.90000000,2.60128174
greedy,52.2500,1081.10000000,11.60890463,4.70000000,1.94650684
greedy,52.5000,1086.60000000,26.39949494,3.50000000,1.35400640
greedy,52.7500,1083.90000000,24.37416665,4.90000000,2.96085573
greedy,53.0000,1089.90000000,33.37147817,3.80000000,2.20100987
greedy,53.2500,1078.60000000,32.08391774,4.00000000,3.01846171
greedy,53.5000,1102.00000000,29.59729717,5.00000000,1.33333333
greedy,53.7500,1093.80000000,25.57689930,4.10000000,1.44913767
greedy,54.0000,1080.90000000,33.54416657,4.70000000,1.76698110
greedy,54.2500,1091.10000000,31.51877747,4.10000000,1.72884033
greedy,54.5000,1082.60000000,32.58561373,4.80000000,1.93218357
greedy,54.7500,1078.50000000,37.05626353,4.70000000,2.00277585
greedy,55.0000,1064.80000000,38.79518871,4.00000000,2.00000000
greedy,55.2500,1072.30000000,35.20748027,5.10000000,2.33095116
greedy,55.5000,1072.20000000,33.92737341,4.90000000,1.44913767
greedy,55.7500,1084.70000000,42.21913731,4.20000000,1.13529242
greedy,56.0000,1086.40000000,62.00215050,3.80000000,1.47572957
greedy,56.2500,1104.40000000,45.47575667,3.10000000,2.02484567
greedy,56.5000,1106.70000000,56.55488976,4.50000000,1.08012345
greedy,56.7500,1120.10000000,40.27806130,3.10000000,1.37032032
greedy,57.0000,1107.80000000,27.59951690,3.80000000,1.22927259
greedy,57.2500,1120.30000000,19.75432442,3.50000000,1.43372088
greedy,57.5000,1101.20000000,29.23012145,3.40000000,2.11869981
greedy,57.7500,1085.90000000,18.82344873,3.70000000,1.63639169
greedy,58.0000,1077.40000000,27.68954877,4.70000000,1.56702124
greedy,58.2500,1075.80000000,21.38950937,4.00000000,1.05409255
greedy,58.5000,1070.30000000,31.75618925,5.00000000,2.58198890
greedy,58.7500,1075.80000000,29.29467149,4.10000000,3.51030230
greedy,59.0000,1092.90000000,45.65924514,4.40000000,2.45854519
greedy,59.2500,1107.70000000,51.79028223,4.30000000,1.76698110
greedy,59.5000,1103.10000000,34.34611413,3.60000000,1.07496770
greedy,59.7500,1099.60000000,19.60838823,4.10000000,1.66332999
greedy,60.0000,1096.20000000,40.36169802,4.00000000,1.82574186
greedy,60.2500,1094.20000000,25.48550786,4.10000000,2.23358208
greedy,60.5000,1080.00000000,19.66384161,4.50000000,2.17306747
greedy,60.7500,1075.20000000,46.55653672,4.60000000,2.01108042
greedy,61.0000,1084.70000000,42.34264989,3.10000000,1.91195072
greedy,61.2500,1084.80000000,33.35266106,3.30000000,1.88856206
greedy,61.5000,1086.40000000,40.47001634,3.90000000,1.28668394
greedy,61.7500,1089.30000000,41.46497853,4.00000000,2.00000000
greedy,62.0000,1093.30000000,38.91315116,3.40000000,1.83787317
greedy,62.2500,1097.00000000,33.49626845,4.10000000,1.96920740
greedy,62.5000,1103.10000000,31.66649123,4.10000000,1.52388393
greedy,62.7500,1085.00000000,29.89983278,4.10000000,1.72884033
greedy,63.0000,1076.00000000,39.10385034,3.40000000,1.17378779
greedy,63.2500,1080.70000000,30.42312717,4.70000000,2.00277585
greedy,63.5000,1080.20000000,22.58711530,3.70000000,3.02030168
greedy,63.7500,1078.70000000,29.90001858,3.90000000,1.44913767
greedy,64.0000,1074.40000000,23.51925925,3.80000000,1.61932771
greedy,64.2500,1071.80000000,35.73296020,4.00000000,1.88561808
greedy,64.5000,1087.00000000,25.57342371,4.00000000,1.94365063
greedy,64.7500,1085.20000000,32.77126112,3.80000000,1.47572957
greedy,65.0000,1088.80000000,28.72010523,4.60000000,2.31900362
greedy,65.2500,1098.00000000,32.15241480,4.40000000,2.01108042
greedy,65.5000,1099.90000000,32.56600136,4.60000000,2.06559112
greedy,65.7500,1083.10000000,35.10444733,3.70000000,1.15950181
greedy,66.0000,1080.50000000,48.41774239,4.40000000,2.06559112
greedy,66.2500,1086.80000000,43.06790504,4.80000000,2.14993540
greedy,66.5000,1084.70000000,45.96629200,4.90000000,1.91195072
greedy,66.7500,1096.10000000,33.10740099,4.40000000,1.95505044
greedy,67.0000,1106.70000000,38.82739583,4.40000000,1.71269768
greedy,67.2500,1113.40000000,41.46806000,3.80000000,1.98885785
greedy,67.5000,1101.00000000,22.50432057,3.90000000,1.44913767
greedy,67.7500,1071.70000000,25.53450824,4.40000000,1.64654520
greedy,68.0000,1067.30000000,42.41606090,5.40000000,2.31900362
greedy,68.2500,1059.40000000,42.68020619,4.30000000,2.58413966
greedy,68.5000,1063.30000000,41.37645600,4.60000000,1.71269768
greedy,68.7500,1071.70000000,43.78749187,5.20000000,1.68654809
greedy,69.0000,1080.90000000,60.30745301,4.40000000,1.57762128
greedy,69.2500,1074.80000000,57.94211671,4.10000000,1.59513148
greedy,69.5000,1067.40000000,35.62209052,4.50000000,2.17306747
greedy,69.7500,1070.90000000,32.84458352,3.80000000,2.20100987
greedy,70.0000,1071.90000000,37.02686712,3.20000000,1.75119007
greedy,70.2500,1079.70000000,38.54016664,5.30000000,1.49443412
greedy,70.5000,1085.10000000,25.53189726,4.10000000,1.52388393
greedy,70.7500,1085.20000000,28.89752008,4.10000000,2.23358208
greedy,71.0000,1097.80000000,21.33749959,4.60000000,1.89736660
greedy,71.2500,1099.90000000,21.39288563,3.80000000,1.75119007
greedy,71.5000,1079.30000000,23.52799751,3.70000000,2.16281709
greedy,71.7500,1083.50000000,23.50059101,4.50000000,2.01384100
greedy,72.0000,1064.20000000,20.78354050,4.20000000,1.98885785
greedy,72.2500,1077.10000000,21.13159825,3.80000000,1.54919334
greedy,72.5000,1082.10000000,22.16829568,3.70000000,1.33749351
greedy,72.7500,1090.20000000,21.30623279,3.60000000,1.42984071
greedy,73.0000,1081.60000000,37.77771242,4.10000000,2.33095116
greedy,73.2500,1082.90000000,42.53743449,4.60000000,2.45854519
greedy,73.5000,1076.00000000,47.41073484,4.10000000,1.59513148
greedy,73.7500,1078.20000000,34.78760954,4.60000000,1.64654520
greedy,74.0000,1084.10000000,38.67657919,3.00000000,1.82574186
greedy,74.2500,1084.00000000,30.74988708,3.40000000,1.50554531
greedy,74.5000,1084.90000000,35.77227356,4.00000000,1.24721913
greedy,74.7500,1074.60000000,36.82149131,3.00000000,1.33333333
greedy,75.0000,1079.40000000,37.95084540,3.50000000,1.71593836
greedy,75.2500,1073.20000000,34.66923067,3.50000000,1.90029238
greedy,75.5000,1065.90000000,49.81621780,3.50000000,1.43372088
greedy,75.7500,1076.90000000,42.62875920,3.80000000,1.03279556
greedy,76.0000,1094.00000000,48.41257871,4.00000000,1.82574186
greedy,76.2500,1099.00000000,61.91391874,3.70000000,2.05750658
greedy,76.5000,1110.90000000,34.17097534,5.60000000,2.17050941
greedy,76.7500,1104.10000000,29.77116427,4.80000000,1.39841180
greedy,77.0000,1083.80000000,31.61153095,4.50000000,1.58113883
greedy,77.2500,1081.80000000,35.75782743,4.00000000,1.49071198
greedy,77.5000,1080.40000000,17.71502815,4.60000000,1.83787317
greedy,77.7500,1082.50000000,21.64486082,3.90000000,1.44913767
greedy,78.0000,1076.70000000,27.06391612,4.10000000,1.37032032
greedy,78.2500,1086.70000000,40.22174647,3.30000000,1.41813649
greedy,78.5000,1084.00000000,32.34192326,4.10000000,0.99442893
greedy,78.7500,1084.60000000,26.80049751,4.60000000,1.71269768
greedy,79.0000,1093.20000000,31.70979519,4.60000000,1.57762128
greedy,79.2500,1089.30000000,27.43902331,4.10000000,1.52388393
greedy,79.5000,1080.40000000,32.22214559,4.00000000,1.76383421
greedy,79.7500,1076.70000000,35.69329224,4.10000000,2.07899548
greedy,80.0000,1082.30000000,39.67100817,3.60000000,2.27058485
patient,0.0000,0.00000000,0.00000000,0.00000000,0.00000000
patient,0.2500,548.20000000,12.75234183,450.10000000,20.92021882
patient,0.5000,972.70000000,27.36603735,692.20000000,20.10417314
patient,0.7500,1300.70000000,39.46601914,786.10000000,26.49297601
patient,1.0000,1557.10000000,35.40386043,821.70000000,33.59580000
patient,1.2500,1755.20000000,30.43316904,805.10000000,34.82799002
patient,1.5000,1913.10000000,57.22169363,770.70000000,40.59022871
patient,1.7500,2039.40000000,45.82139238,766.80000000,33.07163941
patient,2.0000,2136.10000000,42.19386475,735.10000000,36.26890312
patient,2.2500,2197.80000000,62.18216965,727.50000000,37.15508041
patient,2.5000,2268.40000000,60.72012297,718.50000000,36.10555513
patient,2.7500,2326.50000000,63.76562989,702.90000000,28.28603896
patient,3.0000,2357.00000000,48.07170570,691.80000000,24.68377785
patient,3.2500,2373.40000000,58.82969772,684.20000000,26.09725401
patient,3.5000,2382.00000000,52.80361940,676.70000000,33.08927319
patient,3.7500,2400.60000000,56.06979777,683.20000000,44.07770916
patient,4.0000,2422.00000000,40.36224859,669.20000000,34.75245795
patient,4.2500,2430.90000000,51.41433004,665.30000000,27.91276092
patient,4.5000,2440.10000000,59.36038709,669.50000000,23.11925604
patient,4.7500,2448.60000000,51.00806037,650.20000000,29.82839810
patient,5.0000,2462.40000000,82.70053070,671.30000000,32.97827568
patient,5.2500,2480.20000000,65.97103742,662.10000000,26.90084674
patient,5.5000,2483.80000000,47.09045669,655.70000000,25.20163134
patient,5.7500,2470.70000000,58.40481335,664.50000000,23.96872963
patient,6.0000,2459.90000000,66.05797117,661.90000000,41.39632297
patient,6.2500,2461.70000000,63.43159045,662.20000000,51.22889809
patient,6.5000,2445.70000000,52.89622965,656.00000000,12.70170592
patient,6.7500,2449.60000000,46.22457259,662.40000000,41.54836539
patient,7.0000,2449.70000000,42.54683694,672.70000000,37.09761897
patient,7.2500,2479.80000000,37.83237884,680.70000000,37.84485874
patient,7.5000,2473.80000000,52.04015544,676.00000000,26.28053779
patient,7.7500,2468.80000000,37.09986523,671.00000000,27.60434748
patient,8.0000,2469.70000000,46.44961428,663.80000000,24.22487243
patient,8.2500,2451.90000000,49.32758976,645.50000000,26.88349349
patient,8.5000,2442.90000000,54.43334354,651.50000000,36.44554538
patient,8.7500,2444.70000000,47.46004167,648.60000000,25.55690818
patient,9.0000,2433.80000000,57.64026371,659.90000000,29.21358132
patient,9.2500,2435.40000000,48.57113912,660.60000000,35.28046359
patient,9.5000,2444.60000000,32.17383340,662.20000000,22.00404003
patient,9.7500,2476.10000000,37.50096295,663.20000000,33.02456998
patient,10.0000,2462.90000000,41.19991909,663.70000000,48.04870214
patient,10.2500,2484.20000000,30.53886413,655.50000000,45.81181313
patient,10.5000,2488.50000000,40.56339346,663.70000000,20.39635044
patient,10.7500,2484.00000000,46.98699584,660.60000000,15.22570925
patient,11.0000,2484.50000000,59.86698218,666.70000000,32.77549898
patient,11.2500,2472.60000000,42.24321116,666.60000000,16.33809454
patient,11.5000,2468.00000000,53.94029621,678.80000000,42.67395771
patient,11.7500,2464.00000000,47.05316142,676.10000000,34.05697840
patient,12.0000,2462.50000000,56.61419139,669.80000000,29.91395067
patient,12.2500,2476.80000000,59.44334371,675.40000000,28.60147626
patient,12.5000,2478.20000000,36.35870674,661.70000000,26.05997357
patient,12.7500,2469.30000000,34.28653769,667.70000000,26.00875921
patient,13.0000,2473.00000000,50.28584957,669.60000000,20.51665990
patient,13.2500,2477.20000000,50.95488200,668.30000000,20.22676994
patient,13.5000,2481.10000000,43.92278578,650.40000000,25.18465141
patient,13.7500,2483.50000000,39.19254464,644.70000000,23.20943295
patient,14.0000,2478.90000000,50.81655461,641.70000000,31.20915108
patient,14.2500,2463.00000000,39.43489712,652.20000000,19.01928845
patient,14.5000,2478.50000000,41.67399935,658.70000000,30.00388864
patient,14.7500,2485.70000000,37.91818678,655.90000000,27.02036269
patient,15.0000,2484.70000000,47.39913267,655.60000000,32.33230239
patient,15.2500,2477.00000000,38.41296078,666.00000000,22.98791953
patient,15.5000,2485.00000000,61.76658572,651.50000000,24.43244655
patient,15.7500,2496.60000000,58.70112624,663.60000000,26.87501938
patient,16.0000,2498.70000000,47.02965967,661.40000000,27.77368859
patient,16.2500,2494.30000000,35.07468223,658.60000000,24.64503556
patient,16.5000,2501.60000000,38.62411452,674.50000000,40.04233870
patient,16.7500,2493.10000000,43.67162822,679.20000000,33.84211709
patient,17.0000,2491.30000000,51.07956756,674.20000000,39.51314830
patient,17.2500,2480.20000000,65.26152516,667.20000000,39.28188726
patient,17.5000,2468.00000000,81.13911237,657.20000000,31.52001128
patient,17.7500,2460.20000000,57.60169751,664.90000000,25.07078867
patient,18.0000,2463.90000000,62.41874718,655.10000000,40.03456840
patient,18.2500,2464.40000000,73.08016907,654.40000000,33.45046088
patient,18.5000,2477.00000000,59.64524755,667.70000000,28.35508969
patient,18.7500,2474.60000000,45.65376947,661.60000000,36.02529975
patient,19.0000,2470.50000000,53.86041630,651.00000000,19.18332609
patient,19.2500,2479.80000000,62.48342002,653.80000000,20.91676627
patient,19.5000,2471.80000000,46.58039645,672.90000000,24.60103882
patient,19.7500,2476.40000000,46.61711655,652.90000000,26.80153395
patient,20.0000,2456.20000000,47.78609747,644.20000000,28.98965333
patient,20.2500,2474.20000000,42.84286535,657.90000000,29.69642702
patient,20.5000,2484.40000000,52.85872156,663.00000000,27.13341523
patient,20.7500,2479.50000000,62.45220395,659.60000000,16.29041982
patient,21.0000,2480.20000000,53.97283267,668.90000000,42.31745109
patient,21.2500,2474.60000000,43.64808765,659.40000000,46.58612097
patient,21.5000,2476.00000000,55.22881695,645.10000000,25.76582577
patient,21.7500,2471.00000000,42.08721104,671.00000000,37.68288736
patient,22.0000,2497.00000000,59.12510277,682.30000000,35.21694668
patient,22.2500,2501.70000000,56.03580205,668.50000000,23.39634349
patient,22.5000,2480.80000000,47.48052232,650.20000000,27.27147472
patient,22.7500,2478.90000000,37.62815140,640.80000000,47.81863886
