policy,time,H_mean,H_std,E_mean,E_std
TAG,48.5000,951.10000000,20.36036455,7.60000000,2.67498702
TAG,48.7500,953.90000000,32.31941281,7.90000000,1.52388393
TAG,49.0000,955.30000000,33.87247326,7.20000000,2.74064064
TAG,49.2500,954.60000000,25.23753818,6.30000000,2.00277585
TAG,49.5000,955.00000000,34.68589210,6.70000000,2.11081869
TAG,49.7500,958.00000000,33.17294748,7.60000000,1.17378779
TAG,50.0000,960.30000000,34.06545986,6.70000000,2.31180545
TAG,50.2500,948.90000000,36.44920362,5.70000000,1.70293864
TAG,50.5000,957.40000000,48.57342666,7.50000000,1.77951304
TAG,50.7500,956.50000000,37.24468642,6.60000000,2.17050941
TAG,51.0000,953.10000000,28.79602596,6.60000000,2.83627298
TAG,51.2500,957.00000000,26.64999479,7.50000000,2.27303028
TAG,51.5000,972.80000000,44.67114405,6.00000000,2.30940108
TAG,51.7500,964.70000000,35.81449117,7.10000000,1.37032032
TAG,52.0000,962.10000000,41.30227328,5.40000000,1.89736660
TAG,52.2500,967.20000000,42.51222047,6.00000000,1.69967317
TAG,52.5000,951.50000000,32.46622176,5.90000000,2.02484567
TAG,52.7500,972.20000000,41.14959160,6.00000000,1.82574186
TAG,53.0000,980.20000000,48.99160926,6.20000000,2.09761770
TAG,53.2500,962.30000000,37.52643513,7.10000000,1.19721900
TAG,53.5000,973.30000000,33.13960370,6.60000000,2.41292814
TAG,53.7500,958.60000000,30.90199562,7.40000000,1.50554531
TAG,54.0000,953.90000000,30.09411164,5.10000000,2.46981781
TAG,54.2500,940.90000000,34.62320994,7.40000000,2.54732976
TAG,54.5000,956.90000000,21.06840710,5.70000000,2.31180545
TAG,54.7500,944.30000000,50.66239017,6.20000000,1.75119007
TAG,55.0000,954.90000000,42.56876789,6.90000000,2.37814120
TAG,55.2500,952.70000000,40.74596095,6.40000000,3.02581486
TAG,55.5000,969.60000000,53.66190455,7.50000000,1.71593836
TAG,55.7500,967.70000000,50.71718972,7.90000000,2.46981781
TAG,56.0000,970.00000000,43.97979334,7.90000000,2.28278582
TAG,56.2500,964.40000000,44.52265341,6.20000000,1.68654809
TAG,56.5000,954.60000000,32.49341814,7.60000000,3.02581486
TAG,56.7500,930.40000000,34.63203398,5.80000000,1.81352940
TAG,57.0000,948.10000000,35.70698656,7.30000000,2.49666444
TAG,57.2500,935.90000000,46.74861852,6.70000000,2.26323269
TAG,57.5000,948.90000000,46.19632020,7.00000000,1.88561808
TAG,57.7500,958.30000000,44.20671141,7.40000000,3.23865541
TAG,58.0000,952.80000000,52.08070660,7.50000000,1.43372088
TAG,58.2500,953.00000000,50.90295778,6.50000000,2.46080384
TAG,58.5000,942.90000000,45.17730502,6.10000000,1.85292561
TAG,58.7500,943.40000000,38.45401294,6.90000000,1.59513148
TAG,59.0000,947.20000000,46.09603502,8.20000000,3.32665999
TAG,59.2500,952.20000000,53.03835090,7.90000000,2.33095116
TAG,59.5000,941.80000000,45.67712776,6.20000000,2.04396130
TAG,59.7500,940.90000000,37.58383222,6.70000000,1.70293864
TAG,60.0000,941.00000000,30.29117950,6.30000000,2.86937856
TAG,60.2500,944.20000000,33.78954473,5.20000000,2.52982213
TAG,60.5000,942.30000000,30.86547874,6.90000000,3.51030230
TAG,60.7500,937.70000000,32.63621029,7.00000000,1.76383421
TAG,61.0000,938.00000000,39.64565270,6.50000000,1.71593836
TAG,61.2500,940.10000000,47.98251997,5.90000000,1.37032032
TAG,61.5000,942.00000000,39.37003937,7.40000000,2.59058123
TAG,61.7500,944.20000000,32.33436424,6.80000000,2.52982213
TAG,62.0000,938.00000000,31.52071629,6.70000000,2.21359436
TAG,62.2500,938.20000000,27.09571512,5.60000000,2.17050941
TAG,62.5000,925.70000000,28.06361820,7.10000000,2.88482620
TAG,62.7500,935.30000000,28.45288503,6.50000000,2.17306747
TAG,63.0000,935.40000000,29.69923306,7.40000000,3.09838668
TAG,63.2500,935.30000000,31.16639929,6.90000000,2.42441287
TAG,63.5000,938.70000000,30.10740035,5.90000000,1.44913767
TAG,63.7500,947.10000000,33.06374315,6.30000000,1.94650684
TAG,64.0000,948.30000000,41.36571312,6.10000000,2.23358208
TAG,64.2500,942.90000000,38.30419182,7.70000000,3.09300286
TAG,64.5000,946.40000000,32.85388528,4.30000000,2.83039063
TAG,64.7500,946.60000000,38.67873375,5.40000000,2.06559112
TAG,65.0000,950.70000000,40.16922537,6.40000000,2.54732976
TAG,65.2500,935.10000000,28.09290144,6.20000000,1.39841180
TAG,65.5000,947.60000000,30.95947172,6.90000000,1.96920740
TAG,65.7500,932.60000000,25.68700493,5.80000000,1.54919334
TAG,66.0000,938.80000000,35.68005979,5.80000000,2.69979423
TAG,66.2500,939.30000000,26.87439922,7.50000000,1.35400640
TAG,66.5000,941.70000000,35.99089391,6.60000000,1.26491106
TAG,66.7500,953.10000000,55.19148485,7.40000000,1.83787317
TAG,67.0000,941.10000000,40.96190642,6.90000000,2.02484567
TAG,67.2500,930.30000000,25.35547278,6.00000000,2.94392029
TAG,67.5000,929.00000000,35.34905311,6.50000000,1.95789002
TAG,67.7500,941.50000000,34.59367315,6.80000000,2.25092574
TAG,68.0000,922.50000000,32.45937632,7.20000000,1.68654809
TAG,68.2500,937.10000000,23.18260842,6.50000000,2.01384100
TAG,68.5000,929.20000000,27.86395521,7.60000000,1.26491106
TAG,68.7500,928.30000000,27.06391612,6.40000000,2.36643191
TAG,69.0000,936.50000000,42.16963099,7.40000000,2.11869981
TAG,69.2500,946.70000000,30.62696706,6.60000000,2.01108042
TAG,69.5000,944.40000000,23.35808211,6.00000000,1.63299316
TAG,69.7500,948.90000000,27.60213357,6.40000000,1.83787317
TAG,70.0000,966.20000000,37.80299812,6.20000000,2.04396130
TAG,70.2500,968.00000000,44.21161235,7.10000000,1.66332999
TAG,70.5000,978.40000000,27.00288050,7.40000000,2.45854519
TAG,70.7500,956.00000000,34.22799374,7.40000000,2.01108042
TAG,71.0000,954.20000000,39.62266467,5.80000000,1.54919334
TAG,71.2500,944.60000000,30.95588259,6.80000000,1.87379591
TAG,71.5000,926.50000000,44.16949676,7.50000000,1.71593836
TAG,71.7500,937.60000000,44.19200531,7.40000000,2.11869981
TAG,72.0000,945.90000000,29.62900231,7.00000000,1.88561808
TAG,72.2500,931.30000000,31.19846862,6.70000000,2.16281709
TAG,72.5000,940.00000000,16.84570502,6.40000000,1.71269768
TAG,72.7500,941.00000000,23.63142917,5.90000000,1.19721900
TAG,73.0000,947.10000000,19.08140456,6.00000000,2.26077666
TAG,73.2500,953.90000000,21.05785681,8.30000000,3.40098025
TAG,73.5000,943.80000000,26.56145913,7.40000000,1.83787317
TAG,73.7500,948.80000000,36.38009224,7.20000000,1.22927259
TAG,74.0000,950.10000000,34.30727166,5.80000000,0.78881064
TAG,74.2500,947.40000000,47.80562496,6.00000000,1.49071198
TAG,74.5000,956.00000000,40.72127481,7.00000000,2.62466929
TAG,74.7500,941.60000000,40.71909189,6.60000000,3.13404247
TAG,75.0000,961.20000000,36.79009529,6.00000000,2.05480467
TAG,75.2500,946.30000000,45.77250509,6.50000000,2.87711275
TAG,75.5000,947.30000000,52.23674739,6.60000000,1.77638835
TAG,75.7500,946.60000000,31.35176763,5.90000000,2.28278582
TAG,76.0000,928.30000000,43.61714749,7.50000000,1.71593836
TAG,76.2500,934.70000000,43.80778723,7.10000000,2.07899548
TAG,76.5000,936.30000000,38.10817935,7.20000000,2.93636207
TAG,76.7500,935.50000000,52.35190753,5.40000000,1.57762128
TAG,77.0000,944.10000000,50.48751221,6.10000000,2.68535121
TAG,77.2500,942.40000000,51.75626639,7.50000000,1.84089350
TAG,77.5000,954.30000000,35.99398098,6.10000000,2.60128174
TAG,77.7500,950.10000000,44.63792608,6.90000000,2.02484567
TAG,78.0000,960.00000000,36.65757463,6.40000000,2.50333111
TAG,78.2500,969.00000000,43.71371511,6.70000000,2.16281709
TAG,78.5000,959.10000000,42.71208520,4.90000000,1.79195734
TAG,78.7500,974.60000000,43.38253617,6.60000000,2.41292814
TAG,79.0000,965.90000000,39.92618189,6.70000000,3.33499958
TAG,79.2500,951.30000000,24.36778383,6.10000000,3.10733898
TAG,79.5000,942.90000000,23.36402743,6.10000000,1.52388393
TAG,79.7500,931.80000000,24.99244330,8.10000000,1.96920740
TAG,80.0000,942.30000000,39.59812005,6.70000000,2.31180545
TAP,0.0000,0.00000000,0.00000000,0.00000000,0.00000000
TAP,0.2500,530.00000000,29.84031576,486.50000000,20.31009601
TAP,0.5000,903.30000000,39.12671721,800.00000000,20.51557674
TAP,0.7500,1121.80000000,51.36968410,977.60000000,52.06875796
TAP,1.0000,1270.10000000,58.20166092,1083.50000000,36.69468626
TAP,1.2500,1369.30000000,57.33149222,1146.30000000,43.82553796
TAP,1.5000,1443.60000000,56.71605691,1153.60000000,51.79274939
TAP,1.7500,1486.80000000,57.62676847,1181.50000000,43.91722011
TAP,2.0000,1517.00000000,51.52561391,1183.40000000,52.17534539
TAP,2.2500,1540.90000000,53.44041334,1180.20000000,40.53749979
TAP,2.5000,1535.60000000,30.01184951,1173.60000000,33.05954224
TAP,2.7500,1541.40000000,44.77151872,1174.60000000,23.61355543
TAP,3.0000,1546.90000000,51.72459119,1163.50000000,33.39078382
TAP,3.2500,1545.50000000,34.56796847,1165.60000000,36.04380051
TAP,3.5000,1536.50000000,39.93953764,1155.70000000,48.12726185
TAP,3.7500,1547.00000000,40.89553086,1162.40000000,50.47375556
TAP,4.0000,1562.30000000,61.52695886,1171.40000000,42.33779504
TAP,4.2500,1574.00000000,58.28474167,1174.90000000,41.79965444
TAP,4.5000,1580.80000000,70.62545968,1161.60000000,42.95786049
TAP,4.7500,1570.70000000,55.81327998,1159.20000000,40.03831498
TAP,5.0000,1567.40000000,49.35855211,1173.80000000,47.94163118
TAP,5.2500,1575.20000000,34.18511697,1175.70000000,45.76522212
TAP,5.5000,1551.80000000,46.33645073,1165.90000000,40.59406087
TAP,5.7500,1572.80000000,55.51136020,1183.00000000,47.42479427
TAP,6.0000,1560.30000000,60.61728760,1189.30000000,42.71884830
TAP,6.2500,1563.40000000,68.22544328,1184.80000000,42.03120534
TAP,6.5000,1573.40000000,51.53251401,1170.50000000,47.73829118
TAP,6.7500,1574.40000000,50.79632533,1177.60000000,43.85379750
TAP,7.0000,1583.00000000,50.47551662,1165.30000000,44.23183871
TAP,7.2500,1581.80000000,60.40750505,1152.00000000,43.73404471
TAP,7.5000,1582.90000000,58.92452800,1147.40000000,47.91705797
TAP,7.7500,1573.30000000,59.02362992,1163.50000000,62.66533687
TAP,8.0000,1591.60000000,52.28384072,1177.90000000,60.71143037
TAP,8.2500,1585.20000000,45.08954055,1163.40000000,61.76874434
TAP,8.5000,1581.30000000,66.26051279,1167.50000000,46.42855922
TAP,8.7500,1606.20000000,59.83458680,1167.90000000,44.70011186
TAP,9.0000,1592.70000000,64.01223841,1158.00000000,46.88757239
TAP,9.2500,1599.80000000,38.04325024,1166.50000000,45.61249829
TAP,9.5000,1611.30000000,44.15138100,1173.70000000,48.87637466
TAP,9.7500,1602.50000000,43.16698842,1170.50000000,49.63701576
TAP,10.0000,1595.10000000,44.61302749,1171.40000000,46.73376129
TAP,10.2500,1595.90000000,27.29448459,1153.30000000,46.25304795
TAP,10.5000,1589.90000000,45.58374467,1157.30000000,48.93317439
TAP,10.7500,1583.30000000,49.09186400,1162.90000000,35.06010712
TAP,11.0000,1555.90000000,42.35419434,1152.50000000,31.58850002
TAP,11.2500,1557.60000000,28.57038093,1173.60000000,27.01522205
TAP,11.5000,1564.60000000,25.32543737,1163.80000000,28.59215122
TAP,11.7500,1574.90000000,27.94220225,1164.40000000,39.36213635
TAP,12.0000,1580.40000000,41.21272727,1158.70000000,33.19989960
TAP,12.2500,1575.90000000,54.50270126,1149.20000000,48.74833330
TAP,12.5000,1589.60000000,51.97478021,1156.20000000,35.30439066
TAP,12.7500,1597.70000000,36.76668178,1153.50000000,54.46966536
TAP,13.0000,1598.20000000,57.75388395,1177.00000000,31.82940639
TAP,13.2500,1607.30000000,52.42359520,1169.10000000,26.95861025
TAP,13.5000,1605.30000000,62.77127793,1173.50000000,25.15838716
TAP,13.7500,1585.60000000,35.83976686,1171.30000000,24.72987397
TAP,14.0000,1584.50000000,11.59741350,1171.60000000,29.90800710
TAP,14.2500,1591.50000000,25.52232139,1177.00000000,45.47526800
TAP,14.5000,1603.90000000,48.78626856,1190.30000000,23.45705295
TAP,14.7500,1606.70000000,29.29561970,1189.30000000,37.76844656
TAP,15.0000,1600.30000000,41.08811669,1189.70000000,24.95351233
TAP,15.2500,1598.90000000,45.93582480,1195.70000000,28.30410257
TAP,15.5000,1597.70000000,44.41483736,1189.10000000,38.87715696
TAP,15.7500,1595.10000000,46.92417051,1169.50000000,41.43334674
TAP,16.0000,1575.70000000,49.85545774,1170.30000000,52.67310087
TAP,16.2500,1590.20000000,50.80201221,1164.70000000,42.08734304
TAP,16.5000,1576.30000000,35.72751818,1153.30000000,25.53885928
TAP,16.7500,1571.00000000,40.87650779,1154.70000000,30.63059473
TAP,17.0000,1557.30000000,24.46789279,1161.90000000,43.56718949
TAP,17.2500,1560.30000000,24.54497007,1162.90000000,39.10797020
TAP,17.5000,1568.90000000,36.55574130,1162.70000000,37.13653487
TAP,17.7500,1561.90000000,31.75059055,1171.40000000,34.88138631
TAP,18.0000,1570.60000000,44.37016014,1178.80000000,38.78946020
TAP,18.2500,1557.70000000,45.46561582,1179.40000000,51.29695681
TAP,18.5000,1559.10000000,27.45278776,1161.10000000,46.37635892
TAP,18.7500,1540.30000000,40.73232405,1166.90000000,45.34423888
TAP,19.0000,1529.70000000,38.08484680,1172.10000000,42.40138887
TAP,19.2500,1531.20000000,28.49093423,1170.80000000,45.36959334
TAP,19.5000,1541.50000000,21.61917873,1185.50000000,37.68952109
TAP,19.7500,1544.20000000,30.48059492,1184.20000000,47.59038185
TAP,20.0000,1530.90000000,55.92147272,1176.90000000,50.73996890
TAP,20.2500,1565.60000000,40.29943479,1181.00000000,43.30768472
TAP,20.5000,1572.80000000,53.15762724,1165.30000000,40.22727102
TAP,20.7500,1589.40000000,50.63858871,1160.50000000,43.06648607
TAP,21.0000,1587.60000000,60.02999250,1168.20000000,52.69998946
TAP,21.2500,1592.80000000,36.45027054,1163.20000000,57.23208114
TAP,21.5000,1573.30000000,44.50480623,1160.50000000,45.09311354
TAP,21.7500,1586.50000000,45.41230866,1177.00000000,44.95924080
TAP,22.0000,1579.10000000,42.23071552,1160.50000000,34.13453774
TAP,22.2500,1586.90000000,51.71384942,1177.00000000,49.62302333
TAP,22.5000,1572.30000000,38.96736526,1164.90000000,50.38617535
TAP,22.7500,1575.00000000,55.44166103,1170.30000000,44.56717776
TAP,23.0000,1572.10000000,34.54610446,1164.30000000,30.03719916
TAP,23.2500,1575.30000000,45.73850797,1174.30000000,39.61495228
TAP,23.5000,1586.10000000,48.38147028,1171.50000000,26.73844506
TAP,23.7500,1595.50000000,49.23018496,1164.30000000,23.30021459
TAP,24.0000,1577.10000000,54.91903131,1171.30000000,39.02150404
TAP,24.2500,1581.40000000,65.35577846,1171.50000000,26.15870367
TAP,24.5000,1575.80000000,67.20085978,1167.50000000,31.52864659
TAP,24.7500,1573.60000000,60.08179610,1160.90000000,52.10342279
TAP,25.0000,1586.60000000,55.32570229,1167.10000000,43.34474209
TAP,25.2500,1580.40000000,50.55294255,1166.60000000,33.85327819
TAP,25.5000,1575.20000000,46.39157012,1150.60000000,37.89224488
TAP,25.7500,1565.20000000,46.13458572,1161.00000000,36.22460797
TAP,26.0000,1560.60000000,49.55849518,1163.20000000,38.68045731
TAP,26.2500,1558.50000000,41.98478560,1177.50000000,36.22844187
TAP,26.5000,1552.60000000,65.37787597,1188.30000000,33.67178179
TAP,26.7500,1557.00000000,65.97474264,1190.70000000,31.83307155
TAP,27.0000,1552.70000000,51.32045293,1177.70000000,30.79700563
TAP,27.2500,1548.80000000,45.85193562,1168.00000000,40.88194385
TAP,27.5000,1564.20000000,50.83480872,1157.30000000,46.43765235
TAP,27.7500,1550.80000000,52.57333502,1159.90000000,32.27468909
TAP,28.0000,1578.10000000,57.61066645,1170.20000000,30.74916440
TAP,28.2500,1575.10000000,46.90048566,1187.40000000,39.19807251
TAP,28.5000,1560.30000000,38.48246354,1175.80000000,48.86216441
TAP,28.7500,1553.80000000,35.30439066,1176.20000000,48.62966630
TAP,29.0000,1541.40000000,34.77610930,1174.90000000,30.73344179
TAP,29.2500,1556.00000000,26.15764176,1165.80000000,37.64394595
TAP,29.5000,1569.20000000,40.90585397,1182.20000000,46.91315854
TAP,29.7500,1563.00000000,46.08205242,1166.60000000,40.03664988
TAP,30.0000,1559.30000000,38.54881465,1156.60000000,58.58365339
TAP,30.2500,1559.60000000,30.88760989,1174.60000000,42.26687697
TAP,30.5000,1559.10000000,28.70714197,1163.20000000,33.05819784
TAP,30.7500,1548.50000000,31.51807242,1146.70000000,36.42663860
TAP,31.0000,1549.30000000,32.52025010,1161.10000000,46.64154086
TAP,31.2500,1550.10000000,43.50849215,1160.80000000,39.25076079
TAP,31.5000,1560.10000000,44.70011186,1169.90000000,35.69765009
TAP,31.7500,1567.60000000,39.20374132,1177.80000000,23.37044667
TAP,32.0000,1578.50000000,51.42686285,1184.00000000,29.40899333
TAP,32.2500,1586.00000000,37.85645402,1203.90000000,41.62117517
TAP,32.5000,1573.10000000,47.67121190,1190.30000000,21.49961240
TAP,32.7500,1569.70000000,53.71126511,1197.40000000,32.88092997
TAP,33.0000,1559.10000000,53.25713306,1186.80000000,33.25925101
TAP,33.2500,1554.50000000,32.96884051,1184.20000000,26.53216078
TAP,33.5000,1546.50000000,31.84772798,1163.60000000,24.62699513
TAP,33.7500,1557.70000000,22.55881203,1150.80000000,29.76873826
TAP,34.0000,1559.40000000,38.25992972,1151.90000000,29.36532347
TAP,34.2500,1581.30000000,33.54615394,1165.80000000,40.63605405
TAP,34.5000,1574.40000000,32.10122878,1168.90000000,39.06532990
TAP,34.7500,1569.30000000,50.95542715,1169.90000000,40.73887033
TAP,35.0000,1563.10000000,51.96890096,1180.00000000,29.15094815
TAP,35.2500,1569.00000000,63.95484518,1187.10000000,41.77306415
TAP,35.5000,1567.80000000,53.54292152,1178.50000000,34.05306317
TAP,35.7500,1575.70000000,31.91325047,1178.80000000,25.64631228
TAP,36.0000,1571.70000000,39.86379588,1169.90000000,24.79000695
TAP,36.2500,1561.60000000,62.85821788,1165.40000000,26.06913884
TAP,36.5000,1551.70000000,62.96568730,1168.10000000,28.21524411
TAP,36.7500,1547.30000000,58.80107709,1172.40000000,49.65480843
TAP,37.0000,1549.20000000,69.99174555,1178.20000000,47.00307319
TAP,37.2500,1553.70000000,55.02736693,1195.00000000,35.34276604
TAP,37.5000,1548.00000000,45.68977518,1192.90000000,27.29855511
TAP,37.7500,1554.80000000,41.95182422,1173.20000000,37.88813945
TAP,38.0000,1553.90000000,51.58261981,1174.90000000,23.17781506
TAP,38.2500,1568.50000000,53.10210291,1176.90000000,49.65089235
TAP,38.5000,1563.40000000,62.19539104,1165.50000000,52.62076058
TAP,38.7500,1554.50000000,57.77590809,1165.60000000,34.91959017
TAP,39.0000,1561.90000000,54.04411778,1163.10000000,37.08683504
TAP,39.2500,1558.30000000,44.17905487,1168.50000000,29.72559690
TAP,39.5000,1563.30000000,59.95748494,1161.60000000,37.23558632
TAP,39.7500,1556.90000000,46.97860033,1172.60000000,33.31399439
TAP,40.0000,1550.60000000,34.31617694,1157.60000000,38.22506449
TAP,40.2500,1559.90000000,41.65853254,1161.30000000,29.76220571
TAP,40.5000,1581.70000000,36.09878422,1183.70000000,34.75645424
TAP,40.7500,1594.40000000,47.04891072,1179.80000000,43.79193229
TAP,41.0000,1586.30000000,52.24100135,1186.30000000,36.68499542
TAP,41.2500,1578.00000000,37.50555514,1172.40000000,34.99587277
TAP,41.5000,1577.90000000,44.59309862,1175.60000000,44.55009665
TAP,41.7500,1570.20000000,46.07915894,1163.10000000,30.61753310
TAP,42.0000,1586.90000000,53.77204974,1164.50000000,38.34999638
TAP,42.2500,1592.80000000,43.17097791,1176.40000000,56.28933193
TAP,42.5000,1578.20000000,34.11353593,1170.10000000,52.70979247
TAP,42.7500,1580.60000000,21.85914505,1164.40000000,56.07177939
TAP,43.0000,1586.00000000,30.85089590,1169.50000000,53.57082539
TAP,43.2500,1598.80000000,40.67158440,1169.30000000,29.81442604
TAP,43.5000,1598.70000000,44.22932662,1154.00000000,23.23790008
TAP,43.7500,1602.60000000,44.40020020,1160.90000000,35.30958321
TAP,44.0000,1591.70000000,48.19877822,1157.30000000,29.07480773
TAP,44.2500,1580.00000000,39.27679552,1174.30000000,52.99696008
TAP,44.5000,1590.40000000,32.25316522,1175.30000000,43.95970377
TAP,44.7500,1579.40000000,39.22357568,1164.40000000,33.49029710
TAP,45.0000,1576.00000000,48.99886620,1156.10000000,16.73618834
TAP,45.2500,1580.60000000,42.19320640,1155.30000000,26.89506357
TAP,45.5000,1576.50000000,54.29599944,1174.60000000,25.62637530
TAP,45.7500,1557.50000000,60.79519352,1170.50000000,31.35903201
TAP,46.0000,1574.30000000,72.35721572,1170.40000000,46.74327046
TAP,46.2500,1560.60000000,62.96948114,1186.00000000,47.32629056
TAP,46.5000,1552.80000000,50.46847201,1172.10000000,38.70242599
TAP,46.7500,1556.40000000,63.11752706,1170.20000000,37.77947709
TAP,47.0000,1554.00000000,55.23686370,1162.10000000,39.32330381
TAP,47.2500,1590.80000000,39.26491224,1170.70000000,43.40519682
TAP,47.5000,1584.70000000,39.08125439,1152.80000000,33.87493337
TAP,47.7500,1581.00000000,37.22603629,1159.30000000,28.00019841
TAP,48.0000,1573.40000000,39.99222147,1162.80000000,33.91754708
TAP,48.2500,1567.00000000,46.48775227,1177.40000000,44.90780679
TAP,48.5000,1567.20000000,40.85421235,1163.20000000,51.85621146
TAP,48.7500,1578.30000000,44.53226047,1170.00000000,54.84928846
TAP,49.0000,1571.60000000,57.37246726,1168.70000000,55.49584569
TAP,49.2500,1564.90000000,42.97143754,1173.10000000,43.56208851
TAP,49.5000,1569.80000000,46.38677973,1172.20000000,52.14040873
TAP,49.7500,1541.30000000,38.71275988,1161.40000000,44.23472743
TAP,50.0000,1540.20000000,26.42725865,1162.00000000,36.61208058
TAP,50.2500,1548.40000000,60.87546486,1151.00000000,30.99462319
TAP,50.5000,1553.00000000,77.47831238,1151.40000000,22.55462505
TAP,50.7500,1553.00000000,52.56953068,1170.80000000,25.25778208
TAP,51.0000,1561.10000000,43.61561902,1184.10000000,40.37724882
TAP,51.2500,1559.70000000,34.08502441,1179.40000000,47.42291992
TAP,51.5000,1562.80000000,32.31030107,1168.90000000,39.45024996
TAP,51.7500,1554.40000000,29.69549161,1154.70000000,29.85911363
TAP,52.0000,1561.10000000,29.35018455,1177.20000000,36.98888722
TAP,52.2500,1566.30000000,44.17905487,1175.40000000,51.47426541
TAP,52.5000,1565.90000000,46.52466490,1166.20000000,48.45800014
TAP,52.7500,1569.40000000,52.26896253,1177.40000000,35.71243170
TAP,53.0000,1583.70000000,46.92559122,1193.90000000,41.09731000
TAP,53.2500,1581.10000000,40.38000055,1175.50000000,44.82372883
TAP,53.5000,1579.60000000,34.87820077,1174.60000000,35.46892223
TAP,53.7500,1574.20000000,39.45968407,1175.90000000,34.17097534
TAP,54.0000,1570.40000000,20.03996008,1170.40000000,37.29521864
TAP,54.2500,1569.90000000,33.35482640,1164.90000000,39.08523450
TAP,54.5000,1576.70000000,30.71029505,1131.90000000,22.20335310
TAP,54.7500,1584.40000000,20.88167724,1152.50000000,32.16709844
TAP,55.0000,1568.50000000,39.29164457,1159.20000000,51.65225605
TAP,55.2500,1575.20000000,47.37509894,1167.90000000,39.12501331
TAP,55.5000,1574.60000000,39.62098210,1174.60000000,33.67887567
TAP,55.7500,1596.30000000,42.33215221,1177.50000000,29.12139343
TAP,56.0000,1587.40000000,45.89165986,1188.80000000,42.72600041
TAP,56.2500,1574.20000000,47.07629741,1180.60000000,42.83093378
TAP,56.5000,1566.80000000,49.85490057,1151.30000000,40.17752274
TAP,56.7500,1568.70000000,45.01370162,1144.10000000,50.96502068
TAP,57.0000,1580.20000000,58.32628529,1152.80000000,36.69937935
TAP,57.2500,1564.10000000,64.44886000,1149.50000000,38.52344164
TAP,57.5000,1580.50000000,42.99160125,1157.10000000,53.68105397
TAP,57.7500,1586.10000000,36.96980750,1164.40000000,63.32315708
TAP,58.0000,1580.10000000,44.20771677,1166.20000000,55.78490437
TAP,58.2500,1583.40000000,34.83357257,1168.40000000,47.32206439
TAP,58.5000,1592.70000000,50.71938047,1161.60000000,45.23076632
TAP,58.7500,1582.40000000,54.21192981,1162.60000000,31.34822341
TAP,59.0000,1570.60000000,69.79525613,1161.90000000,35.44463601
TAP,59.2500,1557.30000000,63.12958454,1167.20000000,40.41671821
TAP,59.5000,1565.00000000,61.79895720,1151.60000000,32.34261035
TAP,59.7500,1567.70000000,40.40365770,1164.60000000,36.87878041
TAP,60.0000,1568.40000000,50.07150443,1168.30000000,66.31415133
TAP,60.2500,1564.10000000,43.40622075,1150.40000000,57.96972390
TAP,60.5000,1575.60000000,32.53101085,1163.20000000,57.26701591
TAP,60.7500,1561.60000000,51.39649794,1141.00000000,72.31873893
TAP,61.0000,1579.50000000,48.22459032,1163.80000000,47.93004161
TAP,61.2500,1564.80000000,51.92045198,1157.50000000,42.10370794
TAP,61.5000,1571.10000000,57.10117726,1168.50000000,46.78853136
TAP,61.7500,1561.20000000,46.62807928,1186.30000000,50.48663189
TAP,62.0000,1551.60000000,44.82360489,1195.20000000,46.64952066
TAP,62.2500,1559.30000000,42.03450963,1195.50000000,40.01458068
TAP,62.5000,1560.70000000,40.82224339,1182.20000000,45.31323084
TAP,62.7500,1563.60000000,49.13518766,1187.80000000,49.62705355
TAP,63.0000,1577.20000000,50.33399558,1210.90000000,47.12972641
TAP,63.2500,1588.80000000,60.86195674,1196.50000000,43.58452835
TAP,63.5000,1569.50000000,42.72457008,1186.80000000,47.07393712
TAP,63.7500,1553.30000000,36.41748664,1170.10000000,49.80060241
TAP,64.0000,1548.80000000,36.70543405,1163.30000000,55.51186059
TAP,64.2500,1547.10000000,49.67326578,1180.70000000,40.35688018
TAP,64.5000,1546.60000000,43.78787250,1185.50000000,33.91902121
TAP,64.7500,1564.10000000,44.18006086,1178.40000000,48.88353506
TAP,65.0000,1579.80000000,49.24045311,1177.10000000,36.86446648
TAP,65.2500,1569.80000000,50.14600904,1185.80000000,34.78441541
TAP,65.5000,1568.50000000,52.29244687,1166.30000000,33.30015015
TAP,65.7500,1572.30000000,42.32165193,1170.80000000,43.87051655
TAP,66.0000,1565.50000000,50.08049077,1171.10000000,28.17189301
TAP,66.2500,1576.60000000,28.51198578,1165.40000000,33.16691792
TAP,66.5000,1581.90000000,38.29258704,1169.60000000,34.81442868
TAP,66.7500,1575.40000000,41.43053088,1168.70000000,38.91600642
TAP,67.0000,1568.50000000,44.69464298,1164.20000000,43.63433918
TAP,67.2500,1573.70000000,26.84130316,1162.90000000,49.83851701
TAP,67.5000,1569.40000000,26.30673762,1163.20000000,25.31929436
TAP,67.7500,1578.40000000,38.22215762,1168.70000000,37.10959744
TAP,68.0000,1580.70000000,28.24122283,1164.00000000,28.38231061
TAP,68.2500,1580.20000000,45.21995626,1166.90000000,34.06676451
TAP,68.5000,1580.20000000,39.23377230,1170.00000000,42.53625904
TAP,68.7500,1581.40000000,62.67588585,1164.90000000,31.80303969
TAP,69.0000,1578.00000000,44.82063017,1171.30000000,25.88457284
TAP,69.2500,1580.50000000,31.32358004,1171.40000000,28.49639353
TAP,69.5000,1579.70000000,36.58490885,1165.80000000,38.06368932
