x_center,y_center,occupancy_share,drift_x_estimate,drift_y_estimate,time_in_bin
0.09902393,0.03538093,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.04324336,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.05110579,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.05896821,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.06683064,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.07469307,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.08255550,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.09041793,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.09828036,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.10614279,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.11400521,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.12186764,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.12973007,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.13759250,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.14545493,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.15331736,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.16117979,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.16904221,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.17690464,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.18476707,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.19262950,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.20049193,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.20835436,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.21621679,0.0000000000,0.0000000000,0.0000000000,0.0000000000
0.09902393,0.22407921,0.0000000000,0.0000000000,0.0000000000,0.0000000000
