m,d1,d2,policy,time,total_perish_over_mT_mean,total_perish_over_mT_std,H_perish_over_mT_mean,H_perish_over_mT_std,E_perish_over_mT_mean,E_perish_over_mT_std
10000,10,10000,TAG,77.00,0.14679860,0.00038784,0.14670740,0.00038557,0.00009120,0.00000746
10000,10,10000,TAG,78.00,0.14872080,0.00038107,0.14862900,0.00037974,0.00009180,0.00000716
10000,10,10000,TAG,79.00,0.15062120,0.00033134,0.15052840,0.00032973,0.00009280,0.00000766
10000,10,10000,TAG,80.00,0.15255240,0.00035393,0.15245780,0.00035132,0.00009460,0.00000796
10000,10,10000,TAG,81.00,0.15447180,0.00035184,0.15437600,0.00034843,0.00009580,0.00000832
10000,10,10000,TAG,82.00,0.15637600,0.00037265,0.15627920,0.00036800,0.00009680,0.00000901
10000,10,10000,TAG,83.00,0.15829820,0.00036651,0.15820000,0.00036173,0.00009820,0.00000823
10000,10,10000,TAG,84.00,0.16020120,0.00039762,0.16010120,0.00039334,0.00010000,0.00000828
10000,10,10000,TAG,85.00,0.16212040,0.00043276,0.16201980,0.00042657,0.00010060,0.00000932
10000,10,10000,TAG,86.00,0.16401560,0.00044856,0.16391360,0.00044266,0.00010200,0.00000860
10000,10,10000,TAG,87.00,0.16589640,0.00043156,0.16579340,0.00042443,0.00010300,0.00000941
10000,10,10000,TAG,88.00,0.16780780,0.00043681,0.16770320,0.00043014,0.00010460,0.00000921
10000,10,10000,TAG,89.00,0.16973340,0.00044032,0.16962720,0.00043248,0.00010620,0.00001071
10000,10,10000,TAG,90.00,0.17165100,0.00043194,0.17154300,0.00042436,0.00010800,0.00001109
10000,10,10000,TAG,91.00,0.17356660,0.00043722,0.17345760,0.00042873,0.00010900,0.00001120
10000,10,10000,TAG,92.00,0.17551120,0.00044032,0.17540160,0.00043138,0.00010960,0.00001205
10000,10,10000,TAG,93.00,0.17740140,0.00043833,0.17729060,0.00043027,0.00011080,0.00001137
10000,10,10000,TAG,94.00,0.17931280,0.00044956,0.17920100,0.00044244,0.00011180,0.00001103
10000,10,10000,TAG,95.00,0.18120400,0.00045957,0.18109040,0.00045220,0.00011360,0.00001115
10000,10,10000,TAG,96.00,0.18311460,0.00046011,0.18299960,0.00045200,0.00011500,0.00001164
10000,10,10000,TAG,97.00,0.18504560,0.00044232,0.18492880,0.00043536,0.00011680,0.00001066
10000,10,10000,TAG,98.00,0.18696020,0.00047936,0.18684240,0.00047343,0.00011780,0.00001043
10000,10,10000,TAG,99.00,0.18889120,0.00042352,0.18877180,0.00041714,0.00011940,0.00001050
10000,10,10000,TAG,100.00,0.19082820,0.00040123,0.19070760,0.00039368,0.00012060,0.00001163
10000,10,10000,TAP,0.00,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000
10000,10,10000,TAP,1.00,0.00069600,0.00000972,0.00069600,0.00000972,0.00000000,0.00000000
10000,10,10000,TAP,2.00,0.00161600,0.00002911,0.00161600,0.00002911,0.00000000,0.00000000
10000,10,10000,TAP,3.00,0.00254140,0.00004513,0.00254140,0.00004513,0.00000000,0.00000000
10000,10,10000,TAP,4.00,0.00350180,0.00006123,0.00350180,0.00006123,0.00000000,0.00000000
10000,10,10000,TAP,5.00,0.00448760,0.00007424,0.00448760,0.00007424,0.00000000,0.00000000
10000,10,10000,TAP,6.00,0.00544860,0.00007421,0.00544860,0.00007421,0.00000000,0.00000000
10000,10,10000,TAP,7.00,0.00643180,0.00008786,0.00643180,0.00008786,0.00000000,0.00000000
10000,10,10000,TAP,8.00,0.00741420,0.00012506,0.00741420,0.00012506,0.00000000,0.00000000
10000,10,10000,TAP,9.00,0.00838880,0.00014527,0.00838880,0.00014527,0.00000000,0.00000000
10000,10,10000,TAP,10.00,0.00934100,0.00016731,0.00934100,0.00016731,0.00000000,0.00000000
10000,10,10000,TAP,11.00,0.01031080,0.00016946,0.01031080,0.00016946,0.00000000,0.00000000
10000,10,10000,TAP,12.00,0.01127820,0.00017533,0.01127820,0.00017533,0.00000000,0.00000000
10000,10,10000,TAP,13.00,0.01225860,0.00017838,0.01225860,0.00017838,0.00000000,0.00000000
10000,10,10000,TAP,14.00,0.01323660,0.00017306,0.01323660,0.00017306,0.00000000,0.00000000
10000,10,10000,TAP,15.00,0.01418500,0.00020119,0.01418500,0.00020119,0.00000000,0.00000000
10000,10,10000,TAP,16.00,0.01516460,0.00022616,0.01516460,0.00022616,0.00000000,0.00000000
10000,10,10000,TAP,17.00,0.01613640,0.00026886,0.01613640,0.00026886,0.00000000,0.00000000
10000,10,10000,TAP,18.00,0.01709660,0.00027446,0.01709660,0.00027446,0.00000000,0.00000000
10000,10,10000,TAP,19.00,0.01810460,0.00030201,0.01810460,0.00030201,0.00000000,0.00000000
10000,10,10000,TAP,20.00,0.01908920,0.00028384,0.01908920,0.00028384,0.00000000,0.00000000
10000,10,10000,TAP,21.00,0.02005720,0.00026333,0.02005720,0.00026333,0.00000000,0.00000000
10000,10,10000,TAP,22.00,0.02104440,0.00024485,0.02104440,0.00024485,0.00000000,0.00000000
10000,10,10000,TAP,23.00,0.02203100,0.00019949,0.02203100,0.00019949,0.00000000,0.00000000
10000,10,10000,TAP,24.00,0.02299720,0.00022329,0.02299720,0.00022329,0.00000000,0.00000000
10000,10,10000,TAP,25.00,0.02395480,0.00023555,0.02395480,0.00023555,0.00000000,0.00000000
10000,10,10000,TAP,26.00,0.02492800,0.00022606,0.02492800,0.00022606,0.00000000,0.00000000
10000,10,10000,TAP,27.00,0.02591320,0.00024183,0.02591320,0.00024183,0.00000000,0.00000000
10000,10,10000,TAP,28.00,0.02688320,0.00024897,0.02688320,0.00024897,0.00000000,0.00000000
10000,10,10000,TAP,29.00,0.02784900,0.00027762,0.02784900,0.00027762,0.00000000,0.00000000
10000,10,10000,TAP,30.00,0.02885920,0.00028912,0.02885920,0.00028912,0.00000000,0.00000000
10000,10,10000,TAP,31.00,0.02983660,0.00028978,0.02983660,0.00028978,0.00000000,0.00000000
10000,10,10000,TAP,32.00,0.03082040,0.00028121,0.03082040,0.00028121,0.00000000,0.00000000
10000,10,10000,TAP,33.00,0.03180740,0.00029212,0.03180740,0.00029212,0.00000000,0.00000000
10000,10,10000,TAP,34.00,0.03278320,0.00028854,0.03278320,0.00028854,0.00000000,0.00000000
10000,10,10000,TAP,35.00,0.03373160,0.00031624,0.03373160,0.00031624,0.00000000,0.00000000
10000,10,10000,TAP,36.00,0.03470740,0.00033524,0.03470740,0.00033524,0.00000000,0.00000000
10000,10,10000,TAP,37.00,0.03568200,0.00035730,0.03568200,0.00035730,0.00000000,0.00000000
10000,10,10000,TAP,38.00,0.03664300,0.00034921,0.03664300,0.00034921,0.00000000,0.00000000
10000,10,10000,TAP,39.00,0.03762900,0.00032337,0.03762900,0.00032337,0.00000000,0.00000000
10000,10,10000,TAP,40.00,0.03855860,0.00032375,0.03855860,0.00032375,0.00000000,0.00000000
10000,10,10000,TAP,41.00,0.03952560,0.00033098,0.03952560,0.00033098,0.00000000,0.00000000
10000,10,10000,TAP,42.00,0.04050420,0.00039098,0.04050420,0.00039098,0.00000000,0.00000000
10000,10,10000,TAP,43.00,0.04146060,0.00037774,0.04146060,0.00037774,0.00000000,0.00000000
10000,10,10000,TAP,44.00,0.04242480,0.00035270,0.04242480,0.00035270,0.00000000,0.00000000
10000,10,10000,TAP,45.00,0.04336880,0.00031551,0.04336880,0.00031551,0.00000000,0.00000000
10000,10,10000,TAP,46.00,0.04434880,0.00032657,0.04434880,0.00032657,0.00000000,0.00000000
10000,10,10000,TAP,47.00,0.04533340,0.00030394,0.04533340,0.00030394,0.00000000,0.00000000
10000,10,10000,TAP,48.00,0.04630460,0.00030825,0.04630460,0.00030825,0.00000000,0.00000000
10000,10,10000,TAP,49.00,0.04726480,0.00031267,0.04726480,0.00031267,0.00000000,0.00000000
10000,10,10000,TAP,50.00,0.04824800,0.00031541,0.04824800,0.00031541,0.00000000,0.00000000
10000,10,10000,TAP,51.00,0.04921640,0.00031924,0.04921640,0.00031924,0.00000000,0.00000000
10000,10,10000,TAP,52.00,0.05020880,0.00031101,0.05020880,0.00031101,0.00000000,0.00000000
10000,10,10000,TAP,53.00,0.05117680,0.00033087,0.05117680,0.00033087,0.00000000,0.00000000
10000,10,10000,TAP,54.00,0.05216380,0.00032260,0.05216380,0.00032260,0.00000000,0.00000000
10000,10,10000,TAP,55.00,0.05315280,0.00030223,0.05315280,0.00030223,0.00000000,0.00000000
10000,10,10000,TAP,56.00,0.05416000,0.00027468,0.05416000,0.00027468,0.00000000,0.00000000
10000,10,10000,TAP,57.00,0.05513300,0.00021915,0.05513300,0.00021915,0.00000000,0.00000000
10000,10,10000,TAP,58.00,0.05609740,0.00020517,0.05609740,0.00020517,0.00000000,0.00000000
10000,10,10000,TAP,59.00,0.05709280,0.00016992,0.05709280,0.00016992,0.00000000,0.00000000
10000,10,10000,TAP,60.00,0.05808180,0.00016926,0.05808180,0.00016926,0.00000000,0.00000000
10000,10,10000,TAP,61.00,0.05903860,0.00018197,0.05903860,0.00018197,0.00000000,0.00000000
10000,10,10000,TAP,62.00,0.05999680,0.00017933,0.05999680,0.00017933,0.00000000,0.00000000
10000,10,10000,TAP,63.00,0.06096800,0.00018742,0.06096800,0.00018742,0.00000000,0.00000000
10000,10,10000,TAP,64.00,0.06194380,0.00019261,0.06194380,0.00019261,0.00000000,0.00000000
10000,10,10000,TAP,65.00,0.06293680,0.00018239,0.06293680,0.00018239,0.00000000,0.00000000
10000,10,10000,TAP,66.00,0.06393480,0.00017005,0.06393480,0.00017005,0.00000000,0.00000000
10000,10,10000,TAP,67.00,0.06490760,0.00017923,0.06490760,0.00017923,0.00000000,0.00000000
10000,10,10000,TAP,68.00,0.06586260,0.00015443,0.06586260,0.00015443,0.00000000,0.00000000
10000,10,10000,TAP,69.00,0.06682780,0.00017915,0.06682780,0.00017915,0.00000000,0.00000000
10000,10,10000,TAP,70.00,0.06780280,0.00018554,0.06780280,0.00018554,0.00000000,0.00000000
10000,10,10000,TAP,71.00,0.06878320,0.00019441,0.06878320,0.00019441,0.00000000,0.00000000
10000,10,10000,TAP,72.00,0.06976260,0.00019302,0.06976260,0.00019302,0.00000000,0.00000000
10000,10,10000,TAP,73.00,0.07073880,0.00023423,0.07073880,0.00023423,0.00000000,0.00000000
10000,10,10000,TAP,74.00,0.07172920,0.00023703,0.07172920,0.00023703,0.00000000,0.00000000
10000,10,10000,TAP,75.00,0.07270760,0.00024078,0.07270760,0.00024078,0.00000000,0.00000000
10000,10,10000,TAP,76.00,0.07371880,0.00023115,0.07371880,0.00023115,0.00000000,0.00000000
10000,10,10000,TAP,77.00,0.07467280,0.00027896,0.07467280,0.00027896,0.00000000,0.00000000
10000,10,10000,TAP,78.00,0.07564020,0.00026831,0.07564020,0.00026831,0.00000000,0.00000000
10000,10,10000,TAP,79.00,0.07661740,0.00026845,0.07661740,0.00026845,0.00000000,0.00000000
10000,10,10000,TAP,80.00,0.07758240,0.00026739,0.07758240,0.00026739,0.00000000,0.00000000
10000,10,10000,TAP,81.00,0.07855840,0.00025141,0.07855840,0.00025141,0.00000000,0.00000000
10000,10,10000,TAP,82.00,0.07954400,0.00025234,0.07954400,0.00025234,0.00000000,0.00000000
10000,10,10000,TAP,83.00,0.08050440,0.00023439,0.08050440,0.00023439,0.00000000,0.00000000
10000,10,10000,TAP,84.00,0.08147920,0.00023668,0.08147920,0.00023668,0.00000000,0.00000000
10000,10,10000,TAP,85.00,0.08243540,0.00020650,0.08243540,0.00020650,0.00000000,0.00000000
10000,10,10000,TAP,86.00,0.08341480,0.00019754,0.08341480,0.00019754,0.00000000,0.00000000
10000,10,10000,TAP,87.00,0.08441200,0.00020453,0.08441200,0.00020453,0.00000000,0.00000000
10000,10,10000,TAP,88.00,0.08539480,0.00023260,0.08539480,0.00023260,0.00000000,0.00000000
10000,10,10000,TAP,89.00,0.08637500,0.00029271,0.08637500,0.00029271,0.00000000,0.00000000
10000,10,10000,TAP,90.00,0.08733160,0.00032138,0.08733160,0.00032138,0.00000000,0.00000000
10000,10,10000,TAP,91.00,0.08832860,0.00032900,0.08832860,0.00032900,0.00000000,0.00000000
10000,10,10000,TAP,92.00,0.08930120,0.00034624,0.08930120,0.00034624,0.00000000,0.00000000
10000,10,10000,TAP,93.00,0.09025500,0.00035191,0.09025500,0.00035191,0.00000000,0.00000000
10000,10,10000,TAP,94.00,0.09122260,0.00035779,0.09122260,0.00035779,0.00000000,0.00000000
10000,10,10000,TAP,95.00,0.09219360,0.00032767,0.09219360,0.00032767,0.00000000,0.00000000
10000,10,10000,TAP,96.00,0.09317960,0.00032421,0.09317960,0.00032421,0.00000000,0.00000000
10000,10,10000,TAP,97.00,0.09414080,0.00030472,0.09414080,0.00030472,0.00000000,0.00000000
10000,10,10000,TAP,98.00,0.09509960,0.00031317,0.09509960,0.00031317,0.00000000,0.00000000
10000,10,10000,TAP,99.00,0.09607460,0.00033269,0.09607460,0.00033269,0.00000000,0.00000000
10000,10,10000,TAP,100.00,0.09703160,0.00037340,0.09703160,0.00037340,0.00000000,0.00000000
